ISO_alpha3_code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
MRT,0.30755797,0.297855826,0.288153682,0.278451538,0.268749394,0.259047249,0.254196177,0.249345105,0.244494033,0.239642961,0.234791889,0.231396139,0.228000388,0.224604638,0.221208887,0.217813137,0.214417386
MUS,20.64039484,20.27586199,19.91132915,19.54679818,19.18226533,18.81773437,18.83743925,18.85714226,18.87684714,18.89655202,18.91625691,18.93595991,18.9556648,18.97536968,18.99507457,19.01477757,19.03448246
MWI,37.83411116,37.48408994,37.13406873,36.78404752,36.4340263,36.08400509,35.73398388,35.38396266,35.03394145,34.68392024,34.33389902,34.14297836,33.9520577,33.76113704,33.57021638,33.37929571,33.18837505
MYS,65.71602496,65.28930385,64.86257681,64.4358557,64.00912865,63.58240755,64.33358935,65.08476521,65.83594701,66.58712287,67.33830467,67.3815225,67.42474628,67.46796411,67.51118789,67.55440572,67.59762355
NAM,9.75597906,9.665852621,9.575726776,9.485600338,9.395474493,9.305348055,9.215221617,9.125095771,9.034969333,8.944843488,8.85471705,8.764590612,8.674464767,8.584338328,8.494212483,8.404086045,8.313959607
NCL,45.89715536,45.89715536,45.89715536,45.89715536,45.89715536,45.89715536,45.89715536,45.89715536,45.89715536,45.89715536,45.89715536,45.89715536,45.89715536,45.89715536,45.89715536,45.89715536,45.89715536
NER,1.048393463,1.038604228,1.028814993,1.019025854,1.009236618,0.999447383,0.989658148,0.979868912,0.970079773,0.960290538,0.950501303,0.940712067,0.930922832,0.921133693,0.911344458,0.901555222,0.891765987
NGA,14.42405876,13.97432984,13.52459985,13.07487093,12.62514094,12.17541201,11.72568309,11.2759531,10.82622418,10.37649419,9.926765265,9.477036344,9.02730635,8.577577429,8.127847972,7.678118515,7.228389058
NIC,31.69353498,31.11184976,30.53016453,29.94847931,29.36679408,28.78510886,28.20342363,27.62173841,27.04005318,26.45836796,25.87668273,25.87668273,25.87668273,25.87668273,25.87668273,25.87668273,25.87668273
NLD,10.66350711,10.69312796,10.72274882,10.75236967,10.78199052,10.81161137,10.85900492,10.90639847,10.95379111,11.01096928,11.05840498,11.07947824,11.09727201,11.12496253,11.14277215,11.16058178,11.1783914
NOR,33.16413279,33.1526331,33.1411334,33.12963638,33.11813668,33.10663698,33.11211277,33.11758856,33.12306436,33.12854015,33.13401594,33.13949173,33.14496752,33.16142708,33.16690469,33.1723823,33.1778599
NPL,27.20613882,26.83780922,26.46947961,26.10115171,25.73282211,25.3644925,25.3644925,25.3644925,25.3644925,25.3644925,25.3644925,25.3644925,25.3644925,25.3644925,25.3644925,25.3644925,25.3644925
NRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NZL,38.50594356,38.53936351,38.57278345,38.6062071,38.63962704,38.67304698,38.64873954,38.62443582,38.60012838,38.57582466,38.55151722,38.55227753,38.55303783,38.55379442,38.55455473,38.55531503,38.55607533
OMN,0.006462036,0.006462036,0.006462036,0.006462036,0.006462036,0.006462036,0.006462036,0.006462036,0.006462036,0.006462036,0.006462036,0.006462036,0.006462036,0.006462036,0.006462036,0.006462036,0.006462036
PAK,2.744914902,2.689393876,2.633873008,2.578351982,2.522831114,2.467310087,2.41152968,2.355749274,2.299968867,2.24418846,2.188408053,2.132627646,2.07684724,2.021066833,1.965286426,1.909506019,1.853725612
PAN,65.46946462,65.24078558,65.01210654,64.7834275,64.55474845,64.32606941,64.10276974,63.87947007,63.65617696,63.43287729,63.20957762,62.98897091,62.76836421,62.54775094,62.32714423,62.10653753,61.88593083
PER,59.48984375,59.39312744,59.29640503,59.19968872,59.10296631,59.00625,58.89421997,58.78218994,58.67015381,58.55812378,58.44609375,58.31515503,58.18421631,58.05328369,57.92234497,57.79140625,57.66046753
PHL,23.5670926,23.59861791,23.63014322,23.66167017,23.69319548,23.7247208,23.56776401,23.41080559,23.2538488,23.09689038,22.93993359,23.74484355,24.5497535,25.35466345,26.1595734,26.96448335,27.7693933
PLW,86.06521772,86.36956422,86.67391072,87.000001,87.30434749,87.60869399,87.60869399,87.60869399,87.60869399,87.60869399,87.60869399,87.60869399,87.60869399,87.60869399,87.60869399,87.60869399,87.60869399
PNG,74.19511549,74.18893084,74.18274619,74.17657016,74.17038551,74.16420086,74.15845612,74.15272,74.14697527,74.14123915,74.13549441,74.12930976,74.12312511,74.11694908,74.11076443,74.10457978,74.09839513
POL,29.5765451,29.66861535,29.76068559,29.85762673,29.94091276,30.03297098,30.11817643,30.20240144,30.28860722,30.37482106,30.45905707,30.53325995,30.60348896,30.67371937,30.74496164,30.81420033,30.88343903
PRI,50.74295336,51.03156639,51.31905436,51.60766739,51.89515192,52.18376495,52.55693266,52.93010036,53.30214302,53.67531072,54.04847843,54.42164614,54.79481384,55.16685305,55.5400242,55.91319191,56.28635961
PRK,57.57827423,56.52520717,55.47213605,54.41906899,53.36599788,52.31293082,51.26152232,50.21011382,49.15870937,48.10730087,47.05589237,46.00116269,44.94643302,43.89170335,42.83697367,41.782244,40.72751433
PRT,36.53551913,36.43278795,36.33005411,36.22732294,36.1245891,36.03367224,35.90904228,35.78440966,35.6597797,35.48858939,35.36412272,35.23965605,35.11518671,34.98491584,34.86031479,34.73586931,34.61142383
PRY,48.74905613,48.29952276,47.84998938,47.40045109,46.95091772,46.50138434,45.73370249,44.96602064,44.19833879,43.43065693,42.66297508,41.84394566,41.02491869,40.20588926,39.3868623,38.56783287,37.74880345
PSE,1.508305635,1.51162797,1.514950147,1.516611315,1.519933491,1.523255827,1.523255827,1.523255827,1.523255827,1.523255827,1.523255827,1.523255827,1.523255827,1.523255827,1.523255827,1.523255827,1.523255827
PYF,28.68852459,30.05464481,31.42076503,32.78688525,34.15300546,35.51912568,36.8852459,38.25136612,39.61748634,40.98360656,42.34972678,42.34972678,42.34972678,42.34972678,42.34972678,42.34972678,42.34972678
QAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROU,27.7132036,27.73497018,27.7374168,27.74951076,27.76521739,27.78937299,27.8972076,28.01600808,28.1226616,28.21090235,28.31993045,28.60581394,28.92531042,29.22488414,29.51929679,29.82006259,30.12082839
RUS,49.40184991,49.39872265,49.39137345,49.38540765,49.37881267,49.37248915,49.46098332,49.53847417,49.61860081,49.69609577,49.77359074,49.77108339,49.76857986,49.76607633,49.76356898,49.76106545,49.75856192
RWA,13.94406161,14.27644962,14.6088364,14.94122441,15.27361118,15.60599919,16.10052745,16.59505447,17.08958274,17.58410976,18.07863802,18.35427595,18.62991512,18.90555306,19.18119223,19.45683016,19.73246809
SAU,0.454484135,0.454484135,0.454484135,0.454484135,0.454484135,0.454484135,0.454484135,0.454484135,0.454484135,0.454484135,0.454484135,0.454484135,0.454484135,0.454484135,0.454484135,0.454484135,0.454484135
SDN,,,,,,,,,,,,,,,,,
SEN,46.2161741,45.98244429,45.74871449,45.51498468,45.28125487,45.04752506,44.83976523,44.6320054,44.42424557,44.21648574,44.00872591,43.80096608,43.59320625,43.38544642,43.17768659,42.96992676,42.76216694
SGP,24.40298564,24.40298564,24.22222279,23.79912825,23.73004357,23.73004357,23.55907784,23.5251804,23.3571434,23.3571434,23.29059985,23.22443186,23.15864127,23.12588555,23.06064884,23.06064884,23.06064884
SLB,81.02893891,80.83601635,80.64308507,80.45016252,80.25723124,80.06430868,79.86423374,79.66416752,79.46409257,79.26402635,79.06395141,78.86387647,78.66381025,78.4637353,78.26366908,78.06359414,77.8635192
SLE,40.48212801,40.2105833,39.93904196,39.66749725,39.39595591,39.12441119,38.85286648,38.58132514,38.30978043,38.03823909,37.76669438,38.64782624,39.52895471,40.41008657,41.29121505,42.17234691,43.05347877
SLV,16.02316602,15.80115801,15.57914999,15.35714345,15.13513543,14.91312741,14.7007725,14.48841758,14.27606119,14.06370627,13.85135135,13.63899643,13.42664152,13.21428513,13.00193021,12.78957529,12.57722037
SMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOM,11.97915006,11.85672872,11.7343066,11.61188526,11.48946314,11.3670418,11.24462045,11.12219833,10.99977699,10.87735487,10.75493353,10.63251219,10.51009007,10.38766872,10.2652466,10.14282526,10.02040392
SRB,28.31008461,28.31008461,28.31008461,28.31008461,28.31008461,28.31008461,28.85204553,29.39400925,29.93597017,30.47793389,31.01989481,31.03590101,31.05191,31.0679162,31.0839252,31.0999314,31.1159376
SSD,,,,,,,,,,,,,,,,,
STP,58.33333333,58.33333333,58.33333333,58.33333333,58.33333333,58.33333333,57.83333381,57.33333429,56.83333476,56.33333524,55.83333174,55.83333174,55.83333174,55.83333174,55.83333174,55.83333174,55.83333174
SUR,98.66025641,98.63461538,98.60897436,98.58333333,98.55769231,98.53205128,98.50641026,98.48076923,98.45512821,98.42948718,98.40384615,98.37948843,98.35513071,98.33076673,98.306409,98.28205128,98.25769356
SVK,39.93762994,39.98336697,40.02910654,40.06651373,40.12058314,40.16632017,40.1954267,40.22453324,40.25363724,40.29112031,40.31939366,40.3260695,40.33023006,40.33438809,40.34525892,40.34773764,40.35357636
SVN,61.22144985,61.32075472,61.42005958,61.51936445,61.61866931,61.71797418,61.75769855,61.79741686,61.81811098,61.85904647,61.89752921,61.90806941,61.91892353,61.94637416,61.95630828,61.95823746,61.97001199
SWE,68.63332846,68.6601355,68.68694254,68.71374957,68.74055661,68.76736365,68.69669055,68.62601745,68.55534435,68.48467125,68.41399815,68.41399815,68.91785732,68.91785732,68.92293339,68.92293339,68.92293339
SWZ,30.11627907,30.38371951,30.6511635,30.91860394,31.18604793,31.45348837,31.70930375,31.96511557,32.22093094,32.47674277,32.73255814,32.99999858,33.26744257,33.53488301,33.802327,34.06976744,34.33720788
SXM,,,,,,,,,,,,,,,,,
SYC,88.4130395,88.4130395,88.4130395,88.4130395,88.4130395,88.4130395,88.4130395,88.4130395,88.4130395,88.4130395,88.4130395,88.4130395,88.4130395,88.4130395,88.4130395,88.4130395,88.4130395
SYR,2.350636631,2.382196038,2.413755611,2.44784571,2.47970808,2.51130359,2.543157436,2.57569157,2.608364191,2.641036811,2.673855035,2.673855035,2.673855035,2.673855035,2.673855035,2.673855035,2.673855035
TCA,36.21052792,36.21052792,36.21052792,36.21052792,36.21052792,36.21052792,36.21052792,36.21052792,36.21052792,36.21052792,36.21052792,36.21052792,36.21052792,36.21052792,36.21052792,36.21052792,36.21052792
TCD,5.023824651,4.994440915,4.965057179,4.935673443,4.906289708,4.876905972,4.776365869,4.675825766,4.575286051,4.474745948,4.374205845,4.273665742,4.173125639,4.072585924,3.972045821,3.871505718,3.770965615
TGO,8.935466078,8.567751425,8.200036771,7.832322118,7.464607465,7.096892811,6.732855529,6.368817685,6.004780403,5.640742559,5.276705277,4.912667994,4.548630151,4.184592868,3.820555305,3.456517742,3.092480179
THA,33.29679579,32.94016477,32.58352994,32.22689892,31.870266,31.51363307,31.57196227,31.63029147,31.68862258,31.74695178,31.80528098,31.86400204,31.92272309,31.98144415,32.0401652,32.09888626,32.15760731
TJK,2.929408402,2.929408402,2.929408402,2.929408402,2.929408402,2.929408402,2.929408402,2.929408402,2.929408402,2.929408402,2.929408402,2.932266318,2.935124234,2.937982368,2.965717131,2.968513582,2.97139559
TKM,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045
TLS,57.43106927,56.6778741,55.92467892,55.17148786,54.41829268,53.66509751,52.91190234,52.15870717,51.4055161,50.65232093,49.89912576,49.14593058,48.39273541,47.63954435,46.88634917,46.133154,45.37995883
TON,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5
TTO,45.53606357,45.39571245,45.25536134,45.11501022,44.97465911,44.83430799,44.69395688,44.55360576,44.41325465,44.27290353,44.13255242,44.44834391,44.76218419,45.07797271,45.39181298,45.70760151,46.023393
TUN,5.387487127,5.487898916,5.588311098,5.688722887,5.78913507,5.889546859,5.986096807,6.082646756,6.179196704,6.275746653,6.372296601,6.437950645,6.503604689,6.569258339,6.634912776,6.700566426,6.766220077
TUR,13.23103309,13.35550824,13.47998338,13.60445979,13.72893494,13.85341008,13.99399737,14.13458466,14.27517068,14.41575797,14.55634526,14.68939671,14.8224469,14.95549835,15.08854854,15.22159999,15.35465144
TUV,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333
TZA,58.61368255,58.16211334,57.71054414,57.25897494,56.80740573,56.35583653,55.90426733,55.45269813,55.00112892,54.54955972,54.09799052,53.67803116,53.2580718,52.83811244,52.41815308,51.99819372,51.57823436
UGA,19.36339523,18.92297683,18.48255843,18.04214003,17.60172164,17.16130324,16.48466067,15.80801811,15.13137432,14.45473175,13.72930381,13.0550571,12.38081038,11.70656245,11.03231573,10.35806902,9.683822306
UKR,16.41494779,16.43738673,16.46010978,16.48254911,16.50498844,16.52628672,16.51753592,16.50907116,16.50003419,16.49071392,16.48139198,16.51902196,16.55665195,16.59428363,16.63277494,16.67040688,16.70803881
URY,7.825962468,7.999771427,8.173580385,8.347388647,8.521197605,8.695006564,8.934407217,9.173808568,9.413209919,9.65261127,9.89201262,10.02194057,10.15186853,10.28179648,10.41172443,10.54165238,10.67158034
USA,33.13017359,33.15682603,33.18348187,33.21013431,33.23679016,33.2634426,33.34995217,33.43646174,33.57611354,33.66276024,33.74940694,33.77947006,33.80953318,33.8395963,33.86965942,33.89972254,33.92978567
UZB,7.550540668,7.589562994,7.628584747,7.667607073,7.706628825,7.745651152,7.736483539,7.727315353,7.718147741,7.708979554,7.699811942,7.673671563,7.647531758,7.621391379,7.595251574,7.569111195,7.54297139
VCT,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,66.66666667,67.17948914,67.69230671,68.20512918,68.71794676,69.23076923,69.23076923,69.23076923,69.23076923,69.23076923,69.23076923,69.23076923
VEN,55.72359844,55.39753805,55.07148209,54.74542171,54.41936575,54.09330537,54.04614074,53.99898054,53.9518159,53.9046557,53.85749107,53.67110885,53.4847222,53.29833998,53.11195333,52.92557111,52.73918889
VGB,24.46666718,24.46666718,24.46666718,24.40000057,24.40000057,24.40000057,24.40000057,24.33333397,24.33333397,24.26666737,24.26666737,24.26666737,24.20000076,24.20000076,24.13333257,24.13333257,24.13333257
VIR,58.48571232,57.48571668,56.48571559,55.51428659,54.5142855,53.51428441,53.2000024,52.85714286,52.5428554,52.20000131,51.88571385,51.57142639,51.25714438,50.91428484,50.59999738,50.28571538,49.97142792
VNM,37.70012216,38.56440258,39.50088553,40.4328055,41.30357661,42.17434773,42.8522598,43.53017187,44.20808079,44.88599286,45.56390492,45.97994001,46.3959751,46.81201019,47.22804528,47.64408037,48.06011546
VUT,36.09515997,36.09515997,36.09515997,36.09515997,36.09515997,36.09515997,36.09515997,36.09515997,36.09515997,36.09515997,36.09515997,36.09515997,36.09515997,36.09515997,36.09515997,36.09515997,36.09515997
WSM,60.42402827,60.42402827,60.42402827,60.42402827,60.42402827,60.42402827,60.42402827,60.42402827,60.42402827,60.42402827,60.42402827,60.42402827,60.42402827,60.42402827,60.42402827,60.42402827,60.42402827
YEM,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809
ZAF,7.617736524,7.617736524,7.617736524,7.617736524,7.617736524,7.617736524,7.617736524,7.617736524,7.617736524,7.617736524,7.617736524,7.617736524,7.617736524,7.617736524,7.617736524,7.617736524,7.617736524
ZMB,68.78489084,68.56078026,68.33667494,68.11256436,67.88845904,67.66434846,67.44023788,67.21613256,66.99202198,66.76791666,66.54380608,66.3196955,66.09559018,65.8714796,65.64737428,65.4232637,65.19915312
ZWE,48.84063591,47.99534703,47.15005816,46.30476929,45.45948042,44.61419155,43.76890268,42.9236138,42.07832493,41.23303606,40.38774719,39.58019803,38.7726514,37.96510225,37.15755562,36.35000646,35.54245731
