ISO_alpha3_code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
MRT,38.56602309,38.52915494,38.48064422,38.48064422,38.47967401,38.47967401,38.47967401,38.47967401,38.47967401,38.46997186,38.52818473,38.47967401,38.47967401,38.52818473,38.52818473,38.52818473,38.52818473
MUS,49.75369458,50.24630542,49.26108374,48.76847291,48.27586207,47.29064039,46.30541872,45.32019704,44.82758621,44.82758621,44.82758621,43.84236453,42.85714286,42.36453202,42.36453202,42.36453202,42.36453202
MWI,50.16970725,51.2303776,51.2303776,52.82138311,52.82138311,54.9427238,56.05642766,52.87441663,57.64743318,58.17776835,60.29910904,59.23843869,60.82944421,61.4128129,61.4128129,61.4128129,61.4128129
MYS,21.11916054,21.14442246,21.41987521,21.65953503,21.70659015,21.7148384,21.53462242,21.63202007,21.76350602,21.97534622,22.4906401,22.92071252,23.8295547,24.52990353,24.62030132,26.0842177,26.25779942
NAM,47.15227927,47.15227927,47.15227927,47.15227927,47.15227927,47.15227927,47.15227927,47.1377036,47.1377036,47.1377036,47.13891824,47.13891824,47.13891824,47.13891824,47.13891824,47.13891824,47.13891824
NCL,13.40262582,13.56673961,13.6761488,13.32603972,12.94310755,12.58752769,12.28665241,11.93107254,11.52078808,11.2472651,10.86433294,10.41028463,10.08205706,10.07658627,10.07877492,10.07877492,10.07877492
NER,29.20975764,29.99921055,29.99921055,30.32446515,30.37183232,33.91884424,33.93779111,34.56382727,34.56382727,34.56382727,34.72171785,35.1164443,35.35328018,36.0637878,36.0637878,36.0637878,36.0637878
NGA,78.28540685,76.30905717,77.51682642,78.77949427,78.83439288,79.82256772,80.48135094,80.92053976,79.82256772,75.76007115,76.85804319,77.95601524,79.05398729,77.73642083,77.73642083,77.73642083,77.73642083
NIC,42.7206249,43.00315772,43.85906598,44.34103374,43.51836463,44.09174007,43.21090244,43.08625561,42.54611933,42.42147249,41.76499917,42.13810788,42.40485292,42.08908094,42.08908094,42.08908094,42.08908094
NLD,57.93838863,57.1978673,57.73104265,56.96090047,57.74289172,57.39632557,56.86018885,56.70616186,57.14751329,56.84553882,55.5084509,55.11269349,54.61743627,54.84119844,54.58889806,54.52656575,53.30958741
NOR,2.852887507,2.866576986,2.86383909,2.847411715,2.847411715,2.836460132,2.833722236,2.825508548,2.805795831,2.776938302,2.754049532,2.735157984,2.718182996,2.703582063,2.702568719,2.700569279,2.694078329
NPL,29.64143772,29.71049878,29.58493198,29.48726892,29.42448552,29.3128706,29.19427973,29.06173701,28.96407394,28.88036275,28.78269969,28.78688593,28.74782002,28.74782002,28.74782002,28.74782002,28.74782002
NRU,20.0000003,20.0000003,20.0000003,20.0000003,20.0000003,20.0000003,20.0000003,20.0000003,20.0000003,20.0000003,20.0000003,20.0000003,20.0000003,20.0000003,20.0000003,20.0000003,20.0000003
NZL,58.53556644,58.55455547,45.94964111,45.03437013,45.15589989,44.47989062,43.20003038,43.62538453,43.19623258,43.63677794,43.32535794,43.18483916,42.57111538,42.17842087,42.21639892,41.16820478,40.45041966
OMN,3.789983845,3.791922377,4.114378108,4.436187399,4.756058158,4.733441034,4.726978998,4.733441034,4.708238938,4.699192324,4.663004689,4.642326491,4.60032326,4.586429725,4.587399188,4.633279483,4.639741519
PAK,47.60533416,47.9607721,47.84661685,47.79213367,46.75825031,46.65447281,46.875,46.71673931,45.80868618,45.7619863,45.71658364,46.61685347,46.78160025,47.06309672,47.0267746,46.96191366,47.7947281
PAN,29.99730966,30.13720611,30.10223364,30.06725789,30.03228541,29.99730966,29.92197878,30.02152339,29.98654763,30.01883371,30.48681588,30.44121603,30.36050578,30.36050578,30.36050578,30.36050578,30.36050578
PER,18.065625,18.05234375,17.77734375,17.88125,17.8953125,18.153125,18.290625,18.4125,18.52734375,18.7078125,18.76796875,18.83125,19.00945282,19.0421875,18.57734375,18.2296875,18.50546875
PHL,37.67649328,37.5088037,37.34446792,37.69661602,38.46798806,38.08230204,38.83690512,39.54120133,40.27903545,40.58087668,40.58087668,41.11748331,41.68762786,41.72116578,41.72116578,41.72116578,41.72116578
PLW,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522
PNG,2.219228901,2.230269841,2.208187961,2.219228901,2.25235172,2.2744336,2.296515479,2.296515479,2.627743674,2.627743674,2.627743674,2.627743674,2.627743674,2.627743674,2.627743674,2.627743674,2.627743674
POL,60.11622972,58.07567991,55.17320187,52.79845873,53.29873013,51.92439526,52.09258292,50.49947767,50.93372511,50.99582082,47.17578686,48.26111093,47.44628045,47.05920773,47.10800483,46.9349097,46.94470753
PRI,27.86922175,26.45997711,25.02818489,24.35174746,23.67531003,22.66065389,21.97294181,21.30777903,21.48816303,21.66854532,21.83765467,22.01803868,22.18714803,22.28861296,22.28861296,22.28861296,22.28861296
PRK,21.17764305,21.17764305,21.17764305,21.17764305,21.17764305,21.59289096,21.59289096,21.59289096,22.00813886,22.17423802,22.2572876,21.8420397,21.8420397,21.8420397,21.8420397,21.8420397,21.8420397
PRT,43.2391244,42.11825211,42.37945323,41.67956209,42.29082085,41.80091865,41.08079056,40.02317614,40.73313772,40.34916561,39.89704031,39.84452568,40.0088428,40.40273136,40.29590168,40.33465264,39.4529404
PRY,51.15781525,50.84319154,49.28517493,48.69368236,49.43367732,50.18877423,50.93128618,51.67379814,52.44651397,53.10848226,53.43569091,53.83840926,54.11527813,54.58092122,55.08431915,55.08431915,55.08431915
PSE,61.79401993,61.29568106,61.46179402,60.96345515,60.96345515,60.43189166,59.41860668,58.72093023,58.1727595,49.71760595,41.17940098,43.10631229,45.17774107,46.64784175,49.50166113,49.32226137,49.32226137
PYF,11.74863388,11.74863388,12.29508197,12.29508197,12.29508197,12.29508197,12.29508197,12.29508197,12.29508197,12.15846995,12.15846995,12.43169399,12.43169399,12.43169399,12.43169399,12.43169399,12.43169399
QAT,5.684754522,5.710594578,5.555555556,5.564168689,5.564168689,5.529715499,5.650301333,5.650301333,5.776054915,5.607235011,5.727820844,5.601205752,5.729543208,5.900086133,5.822566621,5.839793545,5.770887166
ROU,64.67720169,64.4203561,64.4625223,64.36181779,61.43478261,61.65753544,61.04443865,59.28922528,59.30404524,59.20629401,61.53444903,60.74640483,59.70350404,60.44863713,60.10952712,60.23122392,58.76651599
RUS,13.25666887,13.23902166,13.22579779,13.20293413,13.18460213,13.16615989,13.15737092,13.15584446,13.15843626,13.15574954,13.06427907,13.10690016,13.08858164,13.24062535,13.29447034,13.29447034,13.29447034
RWA,67.69355493,70.89582489,74.21970004,73.12525334,73.60681009,72.26996451,73.08268955,73.1609244,73.26469159,73.3226589,73.12201232,73.62950715,73.60072884,74.68585326,73.34819619,73.43737135,73.43737135
SAU,80.84188883,80.84467993,80.8456103,80.84793621,80.8065349,80.81025636,80.79025348,80.79071866,80.74280478,80.67907466,80.66558434,80.65721104,80.63720816,80.61394899,80.74433843,80.77230031,80.76466839
SDN,,,,,,,,,,,,,,,,,
SEN,46.88619955,45.70196852,45.44746273,44.83457124,45.120241,45.58250662,44.08663585,44.16454579,48.1743105,49.28063159,49.12481172,46.56417182,46.56417182,46.06035423,46.06035423,46.06035423,46.06035423
SGP,1.791044847,1.791044847,1.777777848,1.16448333,1.161103039,1.103047857,1.080691619,1.151079154,0.999999983,0.999999983,1.054131114,1.036931823,1.033994384,0.94766626,0.930888592,0.930888592,0.930888592
SLB,2.715255448,2.750982494,2.822436584,2.965344766,2.965344766,3.179707038,3.358342265,3.358342265,3.465523401,3.608431583,3.822793855,3.822793855,3.8585209,3.8585209,3.8585209,3.8585209,3.8585209
SLE,38.93045165,41.5838185,44.75034744,49.41354838,52.26835661,52.81269077,55.83097649,50.2039342,51.43017429,52.65960059,54.45247829,55.66126188,53.1539194,54.70559577,54.71044611,54.71044611,54.71044611
SLV,72.39382239,74.80694981,75.04826255,74.85521236,77.7027027,75.53088803,71.13899614,72.58687259,74.80694981,74.56563707,74.08301158,74.46911197,75.82046332,76.01351351,76.88223938,75.53088803,76.44787645
SMR,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667
SOM,70.24420569,70.25058182,70.49765677,70.57735837,70.7383556,70.7383556,70.40520292,70.18203845,70.34144164,70.34144164,70.34144164,70.18203845,70.17725635,70.33665955,70.33665955,70.33665955,70.33665955
SRB,,,,,,,40.44134461,40.85181686,41.2028367,40.22410245,40.26526524,40.34072663,39.59067114,39.91767609,40.09146927,39.65812943,39.33226618
SSD,,,,,,,,,,,,,,,,,
STP,51.04166667,53.125,53.125,56.25,52.08333333,51.04166667,51.04166667,51.5625,51.04166667,51.04166667,50.52083333,50.72916746,50.72916746,50.72916746,50.72916746,50.72916746,50.72916746
SUR,0.564102564,0.551282051,0.474358974,0.516025641,0.496794872,0.466666686,0.466666686,0.448717949,0.453846173,0.515384625,0.501923096,0.512820513,0.46923075,0.533333314,0.565384596,0.557692308,0.557692308
SVK,50.72765073,46.88149688,46.50727651,46.47682395,40.20790021,40.35343035,40.31185031,40.12474012,40.27027027,40.1330838,40.43791794,40.128515,40.08068755,39.37365042,39.2970055,39.27873006,39.22628952
SVN,25.71996028,25.32274081,25.07447865,25.32274081,24.42899702,25.27308838,24.37934459,24.72691162,30.70355695,31.02979324,30.96663325,30.80561863,30.36826689,30.29841221,30.52830322,30.60627661,30.65633976
SWE,7.683871911,7.686308915,7.72530097,7.708241946,7.759419018,7.837403129,7.708241946,7.644879856,7.537651703,7.503533655,7.518155676,7.47185261,7.484165802,7.482446856,7.445680075,7.463111755,7.442734036
SWZ,71.10465116,71.1627907,71.1627907,71.1627907,71.1627907,71.1627907,71.1627907,71.1627907,71.1627907,71.04651163,71.04651163,71.04651163,71.04651163,71.04651163,71.04651163,71.04651163,71.04651163
SXM,,,,,,,,,,,,,,,,,
SYC,8.695652174,8.695652174,8.695652174,8.695652174,8.695652174,8.695652174,8.695652174,6.52173913,6.52173913,6.304348033,5.217391512,3.260869565,3.260869565,3.369565114,3.369565114,3.369565114,3.369565114
SYR,74.60550658,74.67080205,74.86668843,75.23830274,75.74767119,75.32821267,75.57044056,75.67523415,75.68067959,75.73513396,75.73925829,75.77737842,75.81005282,75.81005282,75.81005282,75.81005282,75.81005282
TCA,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579
TCD,38.61975858,38.85800508,38.69917408,38.77858958,38.77858958,39.33449809,39.29479034,39.17646125,39.17646125,39.17963787,39.33846887,39.65613088,39.65613088,39.65613088,39.65613088,39.65613088,39.65613088
TGO,66.7402096,63.9823497,64.44199301,63.9823497,63.52270638,59.75363118,60.30520316,64.25813569,65.17742232,66.28056628,67.38371024,67.38371024,70.78507079,70.2334988,70.2334988,70.2334988,70.2334988
THA,38.8224471,38.81070289,38.53862867,38.27438392,38.27634129,38.38399656,38.56015972,38.75589657,39.2452387,40.8678972,41.2221809,41.2221809,42.78807571,43.27741784,43.27741784,43.27741784,43.27741784
TJK,32.67362103,32.67362103,32.65933124,32.8379537,33.22377822,33.38096599,33.8310946,33.78822521,33.77393541,34.00542943,33.97899539,33.9582724,33.93112318,33.88825379,34.13889105,34.13790619,34.13790619
TKM,75.543166,75.543166,75.22396953,74.88349329,74.58557658,74.22382057,73.8407848,73.52158832,73.09599302,72.78743643,72.35120124,72.00646905,72.00646905,72.00646905,72.00646905,72.00646905,72.00646905
TLS,22.66308003,24.34431742,24.34431742,24.5460659,25.89105582,25.89105582,25.89105582,25.21856086,25.55480834,25.68930733,25.01681237,25.08406187,25.82380632,25.55480834,25.55480834,25.55480834,25.55480834
TON,41.66666667,41.66666667,41.66666667,41.66666667,41.66666667,41.66666667,43.05555556,43.05555556,43.05555556,44.44444444,44.44444444,44.44444444,45.83333333,45.83333333,45.83333333,45.83333333,45.83333333
TTO,13.06042885,11.69590643,11.69590643,11.69590643,10.72124756,10.52631579,10.52631579,10.52631579,10.52631579,10.52631579,10.52631579,10.52631579,10.52631579,10.52631579,10.52631579,10.52631579,10.52631579
TUN,61.47657055,61.14186406,62.84114315,62.97631308,63.27239959,63.23377961,63.11791967,63.11148301,63.60066941,63.0084964,64.61122554,64.83007209,63.86457261,63.99974253,64.83650875,64.83650875,64.83650875
TUR,52.59540299,53.23077323,53.52701948,52.80979172,53.54521004,53.56210127,52.61359354,51.3298598,50.83221808,50.55806037,50.68929226,49.69530814,49.90320024,49.92398945,50.10329639,50.0838065,49.79925419
TUV,66.66666667,56.66666826,56.66666826,56.66666826,56.66666826,56.66666826,56.66666826,59.99999841,59.99999841,59.99999841,59.99999841,59.99999841,59.99999841,59.99999841,59.99999841,59.99999841,59.99999841
TZA,38.38338225,38.49627455,38.60916685,38.68819147,39.69293294,39.91871754,39.91871754,40.24610522,41.74124908,42.10882818,42.27816663,43.23775119,44.8182434,44.76179725,44.76179725,44.76179725,44.76179725
UGA,62.61948851,63.11996397,64.12091487,65.62234122,66.3730544,66.3730544,67.37775887,68.38246334,69.63740554,70.64211,71.14003591,71.88809096,72.13744265,71.88809096,71.88809096,71.88809096,71.88809096
UKR,71.46975058,71.43350306,71.4537232,71.38295302,71.38122691,71.28999965,71.2579398,71.23055944,71.2766692,71.24905061,71.23351516,71.25768142,71.28530001,71.68059104,71.65840943,71.65323068,71.66531444
URY,85.46451834,85.48737287,85.2645412,85.28739573,84.72745972,84.74460062,83.96183293,83.13335619,83.84184665,84.64175523,82.46486116,82.996229,81.30499372,82.63627014,82.55970523,82.55970523,82.55970523
USA,45.23058486,45.2900702,45.08487304,45.17884897,44.91645856,44.94516433,44.66474413,45.06234433,45.18351554,44.81708367,44.64933145,44.23862821,44.67997534,44.36679277,44.58803685,44.369068,44.369068
UZB,64.23366244,64.24541608,63.57780912,63.093559,63.093559,62.85848613,62.85848613,62.74094969,62.62341326,62.57639868,62.69393512,62.59990597,62.88199342,62.92900799,62.92900799,62.92900799,62.92900799
VCT,25.64102564,25.64102564,25.64102564,25.64102564,25.64102564,25.64102564,25.64102564,25.64102564,25.64102564,25.64102564,25.64102564,25.64102564,25.64102564,25.64102564,25.64102564,25.64102564,25.64102564
VEN,24.52808798,24.53148914,24.42038433,24.42038433,24.47707046,24.48273907,24.43739017,24.44192506,24.48840769,24.37503543,24.48840769,24.48840769,24.48840769,24.48840769,24.48840769,24.48840769,24.48840769
VGB,46.66666667,46.66666667,46.66666667,46.66666667,46.66666667,46.66666667,46.66666667,46.66666667,46.66666667,46.66666667,46.66666667,46.66666667,46.66666667,46.66666667,46.66666667,46.66666667,46.66666667
VIR,20,20,17.14285714,17.14285714,17.14285714,17.14285714,11.42857143,11.42857143,11.42857143,11.42857143,11.42857143,11.42857143,11.42857143,11.42857143,11.42857143,11.42857143,11.42857143
VNM,28.22606571,30.48313993,30.44598293,30.75757087,31.59157484,32.42525755,32.50233818,32.45267072,33.02738028,33.19250492,34.70216277,34.72957593,34.80923599,35.00112815,39.17825007,39.25565195,39.27500242
VUT,14.35602953,14.52009844,14.6021329,14.7662018,14.84823626,15.01230517,15.17637408,15.34044299,15.34044299,15.34044299,15.34044299,15.34044299,15.34044299,15.34044299,15.34044299,15.34044299,15.34044299
WSM,16.96113074,16.96113074,16.60777385,15.90106007,15.19434629,14.8409894,14.20494727,13.60424028,13.07420495,12.33215602,12.36749117,12.36749117,12.36749117,12.36749117,12.36749117,12.36749117,12.36749117
YEM,44.83019869,44.69003921,44.80557607,44.50063451,44.61806542,44.55366782,44.75064871,44.75064871,44.54230354,44.41919048,44.65973445,44.41919048,44.60480709,44.5972309,44.5972309,44.5972309,44.5972309
ZAF,80.88847489,80.79614868,80.8085138,80.72607968,80.46229051,80.35924787,79.86876489,79.87041357,80.05011994,79.951199,79.87123791,79.44505354,79.83002086,79.83002086,79.83002086,79.83002086,79.83002086
ZMB,30.26406059,30.34073636,30.42279288,30.81693324,30.80079097,30.61919047,31.0039145,30.91782241,31.05637687,31.72762615,31.52584781,31.79488559,32.06392338,31.92940448,32.06392338,32.06392338,32.06392338
ZWE,38.92981776,39.39511439,39.98966007,40.4549567,41.35970014,41.61819827,42.13519452,41.87669639,42.52294171,42.13519452,41.87669639,42.39369265,41.87669639,41.87669639,41.87669639,41.87669639,41.87669639
