Row Labels,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
TJK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.2509613,24.27801323,30.47488213,32.42273331,33.9013176,34.94961548,35.14451599,34.76943207,35.26886368,36.19056702,35.76115036,37.23672485,39.03955841,38.81486893,41.68697739,43.38174057,45.20368958,49.98422623,47.78401947,49.49003601,49.09294128,50.66611862,48.96501923,49.35693741,45.86299896,45.8783226,46.72328186,50.83580017
TKM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.4181633,22.80514145,25.49956131,30.47802925,32.53149033,33.48324585,33.44232178,34.1210289,36.84301758,36.94502258,38.57421112,37.91053772,38.03525162,37.41286087,36.90568924,38.15904236,38.15365982,39.28298187,40.04648209,40.47650146,41.10625076,41.61051559,41.5803299,41.02403641,41.72952271,41.1868248,40.79631805,40.71904373
TMP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.88262558,31.37671661,31.94082451,36.27035522,39.16294479,40.25918961,37.77727127,38.84453964,41.23409653,45.48634338,47.44982147,47.01043701,47.17945099,47.65470886,47.46344757,47.61740112,44.64501572
TON,28.76229286,28.46932793,29.09377861,28.57975578,28.5993042,28.69522667,28.51286888,29.98955536,29.91423607,30.69994736,31.15049171,31.8483448,32.32814026,31.79507256,32.10645676,33.05274582,32.6508255,32.84803772,33.09315872,32.6343689,33.72578049,32.70423126,32.65508652,33.6550293,31.597929,32.05769348,30.84321594,33.79818726,34.57198334,34.86623764,35.27258682,36.26577377,37.48721313,39.84996796,37.48288345,38.24814987,38.4284668,39.51063156,42.28913116,44.93582916,44.58594894,46.32502365,46.81198883,48.53874207,48.34412003,47.43176651,48.92140198,49.51869202,47.57025146
TTO,46.17445374,46.71484375,46.45841217,46.81726456,47.31832504,47.41208649,48.59632492,48.13801575,48.33389282,48.69209671,48.23091125,48.66007233,46.86867905,46.47303772,45.70203781,46.37535095,47.93867493,46.25017548,46.37910843,46.43236542,46.60119247,47.49761581,47.67690659,51.71315002,53.12216949,58.38058472,58.59507751,55.89437866,55.91333771,57.05669022,57.82006073,59.29849243,56.80337906,56.96243668,56.18645096,58.18350983,59.83520508,60.51585388,61.37744522,61.44283676,61.81735611,65.32215881,66.17494202,66.00907898,65.32666016,65.09499359,64.69739532,64.3575058,64.34140015
TUN,42.66859818,44.16117477,44.55311584,45.75342941,47.18561554,47.87250137,48.5543251,49.2108078,49.51163101,50.41332245,50.54776382,51.09638596,51.22640991,51.2305336,51.72621536,51.86720657,52.36800003,52.30014801,51.94900513,53.73863602,53.49578857,53.94831467,56.02105331,57.29681396,58.28593826,58.83811951,57.14797592,57.43929291,57.51967621,58.30774307,59.69026947,61.12794495,60.80918503,61.62110519,62.75526428,64.32718658,64.86051941,66.12225342,66.94657898,66.76137543,68.14187622,67.68934631,68.64643097,68.35033417,69.7302475,67.5286026,67.9206543,68.13350677,68.72202301
TUR,39.82352448,40.27293396,40.8407402,40.93950653,41.31951141,41.69487762,42.27590179,42.50470352,42.52558136,42.75783157,43.54152298,43.21721268,43.35642242,44.29176331,45.10457611,46.24962997,47.63261032,48.01623917,51.15491104,51.73516083,51.52759171,53.33126068,55.13105774,56.72709656,59.89570999,60.56663895,58.95296097,61.07643509,60.447258,61.51633453,63.49111176,64.83973694,61.99972916,62.03248978,62.85456085,64.88591003,65.76551056,67.14416504,69.55685425,70.1524353,69.98133087,70.61560059,71.09876251,70.82762146,72.14413452,71.50747681,70.97293091,71.49864197,70.56555939
TZA,31.10490799,32.57221603,32.6643219,33.25577927,33.88691711,34.20777512,34.46539688,33.91297913,33.9800415,33.94240189,34.29944992,34.02289581,33.54023361,34.3088913,35.31135941,36.00484467,36.28070831,35.09413147,33.7921257,33.46733475,34.1572113,35.2832489,35.75022125,38.54152679,38.85005951,42.36668015,41.03317261,41.38041306,40.31887817,41.6662674,43.00971603,44.28396606,43.22476578,44.94828415,45.19447708,46.90105057,47.13471222,48.35738373,49.24775314,49.5979805,50.85331726,51.76644135,51.78583145,51.98951721,51.91501617,51.31123734,50.56919098,49.85420609,49.73195648
UGA,27.30918884,29.13455391,28.89249229,29.21244431,29.73773766,29.62241745,29.80850029,29.43233299,29.81740761,29.78843307,31.37047577,31.63043404,29.364851,30.71929741,29.00328255,29.5151329,30.21177101,29.11812782,28.50291252,27.24285507,28.02901459,29.52210045,30.44656944,31.10066795,33.69656372,34.94836426,35.81976318,36.83042145,38.22499466,38.58785248,39.03786469,41.29674149,40.77310181,42.36330795,47.44568634,47.28117371,48.34265137,49.56668472,51.73968887,50.05160141,51.1980896,52.56648254,52.80387115,52.91866684,52.60100174,51.89247131,53.04800415,53.63127518,53.48820114
UKR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.01340485,39.20419693,41.9696312,44.80633163,49.3830452,53.51952362,55.82774353,57.05287552,59.5850029,62.45209885,63.60810471,62.17190933,62.65117264,63.39928055,64.90705109,67.0894165,69.13660431,70.82709503,71.32504272,71.74623871,72.91085815,73.49531555,73.86372375,73.37577057,73.96585846,74.76731873,75.11252594,74.95333099
UMC,36.26111984,36.68612289,36.98745728,37.79394913,38.15436554,38.48083496,38.80621338,39.25619125,39.74302673,40.03321075,40.0685997,40.19517899,40.11040497,40.39302444,40.42060852,40.89094162,40.8847084,40.95670319,41.25305557,41.69556046,42.31459045,41.12382126,42.11172867,43.39014816,44.25760651,46.09277344,46.28025818,47.61896515,48.46991348,49.6870079,51.17313766,52.18571854,52.38280487,53.50515366,54.52397919,55.39617157,56.94337845,58.42552567,58.8459549,59.15431595,59.70571518,60.1247673,60.64825821,61.02998352,61.53368378,61.64315796,61.86694717,62.04070282,62.02913284
URY,49.12243271,48.40856171,48.16149521,46.91924667,47.30841446,47.88782883,48.80804443,48.34788513,49.52620316,47.68627167,47.22255707,48.6775322,49.16439438,53.29450226,53.11901474,55.17421341,55.40976334,53.7472229,53.95524597,54.43016434,54.4825325,56.99627304,58.11634827,58.86945343,59.89715576,61.92932892,63.4000473,63.54132462,63.63721466,64.20008087,65.06813049,65.79389954,63.93517303,65.51560211,67.32508087,68.13934326,68.8556366,70.30750275,70.96092987,71.99761963,71.46578217,71.68941498,73.64942169,73.48682404,72.80544281,72.86373138,72.44696808,72.79605865,72.89194489
USA,58.85319519,59.3015213,59.36417007,60.17434692,60.936203,61.06667328,61.39566422,61.78281403,61.93231964,62.37696838,62.80796051,63.03703308,64.26963043,64.47649384,65.21910858,67.87044525,68.25537872,68.02478027,68.15441895,69.28930664,69.18850708,70.68808746,71.0535202,72.16507721,72.86865997,74.06229401,74.34661865,75.69557953,76.41299438,76.96382141,76.98995209,77.15415955,76.72772217,77.0904007,77.69291687,78.37364197,79.16012573,80.71231079,80.3203125,79.70263672,80.32280731,81.05667877,80.85028076,81.19445801,81.66694641,81.65234375,82.2250824,82.32299805,82.27510834
UZB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.092659,27.62693787,31.02251816,31.19501686,33.32304382,35.65988159,37.59989548,37.85548019,36.94794464,36.5474472,38.3767662,39.05979919,40.96498489,41.26961899,41.58254242,42.04119492,43.83543777,44.38376617,44.86476517,43.41038513,44.15898895,44.13017273,43.85741043,44.06183624,43.68667221,44.56031036,48.72525406,52.39650726
VCT,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.29253006,32.59938812,32.55076981,32.21216583,32.03324127,31.57131577,31.75827217,36.80384445,37.08190918,38.05187607,39.0363121,39.30294418,40.13048553,39.86935806,39.60713959,41.43076706,41.87108612,39.80260468,40.78217316,40.97103882,42.25704956,42.05940628,42.91579056,42.43004227,44.7791214,44.82953262,46.13579178,46.24332047,47.2457695,47.56563568,48.40259552,48.93114471,49.04631805,49.27139664,50.28779602,50.60783005,50.97826767,50.95323563,49.77184296,49.85848618
VEN,41.29747391,41.68640518,42.53153229,43.67599106,44.28458405,44.68392563,45.31287003,46.11968613,47.3776474,47.08388519,47.35180283,48.05305099,47.59223938,46.47581863,47.43897629,47.76335907,46.31726837,46.70446777,46.02184296,46.69749069,50.80582047,52.80218124,52.42853165,53.75898743,54.79872894,54.29412079,57.60870361,58.56164551,58.43185425,58.38627625,59.15631866,58.97146988,56.76929092,57.05074692,53.82479095,54.00045776,54.12798309,54.80867386,52.79471207,53.40758133,52.10179138,53.71579742,54.49081421,54.71401596,53.31610489,53.43627548,52.97139359,51.51506042,52.25072098
VIR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VNM,23.01643181,23.4522934,24.02734947,23.06510925,23.88568878,23.68415451,23.94360733,24.17991066,23.11971474,24.28666306,24.79916573,25.12996483,25.14485359,25.19276428,25.55698013,25.77345848,25.29023361,25.34678268,25.8507309,28.16038513,30.16651344,29.7966938,31.33415604,32.67140961,34.41143799,37.94243622,38.81986237,40.52103043,40.96918106,41.3401947,42.9508667,43.7286377,43.43721008,44.51244354,45.78554535,47.34129715,50.11092758,52.55421066,55.03542328,55.43185806,56.81983185,57.50337982,59.21284103,59.28001404,63.951931,63.61650848,64.85012054,65.22926331,65.55487061
VUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.88206482,33.66500854,34.00221252,32.78862762,32.76955795,33.23408508,33.24842453,33.8461113,33.13634109,33.10967255,34.30205536,34.14514542,34.54702759,34.23519516,34.95711136,34.76577759,35.81231689,35.65101624,36.53590775,36.56148148,41.48366165,43.07632065,43.43561554,42.520401,42.74111557,47.41506958,50.28213882,49.72314072,51.61009979,51.089077,51.95776367,45.697052,45.87234497,49.23970032,51.50300217,53.13888168,53.74000931,51.3493576,48.8795929
WBG,26.41338921,26.41338921,26.41338921,26.41338921,26.41338921,26.41338921,26.41338921,26.41338921,26.41338921,26.41338921,26.36210632,26.89074326,26.84412384,26.79899216,26.75576782,26.73814392,26.71986771,26.70909882,26.92440796,26.90776253,26.86069679,26.81774902,26.79112434,26.75869179,26.71312332,26.6922226,26.93468094,29.58655739,32.51575851,33.49546051,33.04707336,32.89655304,32.97960663,32.54593658,33.22589111,33.72950745,35.45478058,38.3849678,38.86101151,40.47529221,38.76357651,38.24790192,38.8683815,39.50926208,39.34694672,36.68995667,36.70372009,39.50138092,40.41121292
WLD,38.19213104,38.67088699,39.01063538,39.76491547,40.1308136,39.87468338,40.39310455,40.80765152,41.30758286,41.51630402,41.69458771,41.99348831,41.9723053,42.26287079,42.29055405,42.74679184,42.75102234,42.64491653,42.68613434,42.97973633,43.33609772,43.32221222,44.35682678,45.57925797,46.59606552,47.77963638,48.00275803,48.99069977,49.95061493,50.97795486,52.14920044,52.94054413,52.81376648,53.82380676,54.86026001,55.77064514,56.95575714,58.29647827,58.77549362,59.05771255,59.64256668,60.03822327,60.50928497,60.80082703,61.2558403,61.23819351,61.45573807,61.75647736,61.82368851
WSM,31.46636963,31.08932304,32.11302185,31.82989311,32.86145782,32.43301392,31.49057579,31.67019272,31.78240013,32.5933342,31.97587013,32.71108246,32.69192505,34.07954788,34.23802948,35.16098404,35.17581177,35.83649063,35.90552139,36.47750092,37.89101028,38.42023849,38.60124207,40.2866478,36.65529633,37.63487625,36.03542328,36.3330574,37.20843506,36.55844498,42.95065308,44.69643784,44.63168716,47.12626648,45.56593323,47.38577271,48.91847992,49.34430695,49.08347321,49.38957214,49.30687714,50.76029587,50.87636566,52.04052353,51.54185867,51.45215225,52.15844727,51.61240768,52.24285889
YEM,26.10095406,26.10095406,26.54454422,27.30905533,28.47018433,28.66029549,28.14108658,28.41418266,29.81563187,29.75160789,29.87809563,30.03960228,30.3525486,30.79084969,31.12919617,31.27786255,31.3882637,31.48422432,31.86496353,31.99004364,32.47294617,33.77885437,34.64798355,36.08720016,36.56493378,37.05204391,38.26377106,38.10072327,39.95528793,39.29257202,40.09373856,40.35697937,40.99705505,44.97268295,45.46535492,45.84109879,48.93497849,49.49782562,50.55506897,52.38358307,52.04832458,52.37910461,51.73417282,51.67588806,51.29320908,47.79217529,47.74672318,48.41026306,47.99888611
ZAF,36.18506622,36.22817993,37.53892517,37.82457352,37.68498611,38.44088364,38.53823471,38.50812912,37.69530487,37.59356689,37.77782822,37.49308395,37.30725861,37.15452194,37.26599884,37.87731171,37.93518066,36.81804657,36.14500046,35.83922958,36.05526733,35.47110367,35.10636902,37.11791229,40.69751358,45.55480957,46.68318558,49.84224319,51.9070015,57.00046158,60.37736511,62.43816757,63.33120728,64.19829559,64.31103516,64.80590057,65.94876099,68.20847321,68.57320404,67.47612,68.60837555,69.65319824,70.22922516,70.5432663,70.79377747,70.65589905,70.65995026,70.61837006,70.51029205
ZAR,21.31176949,22.11369896,23.14731407,23.95295143,23.1969986,23.2815609,24.95734978,25.31710815,25.10535812,25.78055191,25.70232391,26.89518166,26.68314552,27.11877251,29.3575573,30.41415787,30.54450607,30.50402832,29.28935051,29.0134697,29.35988808,29.89351273,30.31248474,29.8930378,30.79533577,31.44197083,31.59326744,32.8886795,32.72140503,33.33279419,32.20516586,34.61817932,34.10770416,34.93537903,35.07218552,36.15884781,36.11529541,40.51017761,42.10114288,43.33866119,43.75582123,44.51647568,43.79288101,44.66357803,44.65358353,45.39840698,44.35678482,44.58293533,44.54384232
ZMB,34.4736557,35.08190918,36.1041832,35.86487198,35.28141022,36.19405365,35.71815109,36.28390884,36.30337143,37.17880249,37.93952179,36.925354,36.70911407,37.63839722,37.70718002,40.96543121,41.63825226,40.41613388,41.24385452,40.91994476,42.56643677,42.29080963,42.83625412,43.13972092,43.8381691,43.66320038,46.98846436,46.80572128,46.96164703,47.3996048,50.1540451,50.25441742,50.58314133,51.59603882,53.85777283,52.53686523,52.67860031,54.22736359,54.27479935,53.74527359,55.36230087,55.01243973,55.46596909,56.72557068,57.46141815,57.10427856,58.55268478,58.04430008,57.7912178
ZWE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.07328033,30.05750084,29.99273682,30.02430534,29.70171547,31.3155632,30.90628815,31.30898285,30.35744667,30.76667404,32.54337692,36.34841156,39.20365906,41.32725906,43.7694931,44.67933273,44.7443428,44.90545654,45.71728134,45.58320999,47.60462952,46.3721962,47.10238647,46.74921799,46.69741821,47.05000305,48.66964722,49.03216553,50.24432755,49.46285248,51.23587799,52.33478546,52.03186035,50.83343124,51.33890915,52.96510315,52.31500244,51.54289627,51.77981949
