Row Labels,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
IRQ,32.76181793,33.80355453,33.8468399,35.10192871,35.83177567,37.13220978,37.34194946,37.62252808,37.91861343,38.96824646,38.64278793,39.43461227,38.74964905,37.71619415,37.32506943,37.36234665,37.2395668,37.14461136,37.5997963,37.74632645,37.35555267,37.63278198,37.69213867,37.70698166,37.82299805,37.97554016,38.14021301,39.49399948,41.43173981,41.38462448,41.49689102,41.47086716,41.39781189,41.30752945,41.34542465,41.50958252,41.54840469,41.09773636,39.80719757,41.39673233,42.41843414,42.36889267,43.04871368,44.77142334,45.11845016,46.679245,45.91006088,45.96757507,46.7298584
ISL,48.96657562,49.22366714,50.06682205,50.38128662,50.57175064,51.07413483,51.06817245,51.30667877,52.22425842,53.00135803,53.00091934,54.37102127,55.11562729,57.37729645,57.55135345,58.03902817,57.84012985,56.42504501,55.14528656,54.25257874,54.56915665,55.26501465,56.92403412,59.28829956,62.53923798,63.09474945,64.29601288,68.90892029,70.60855865,71.60093689,73.03334808,73.65990448,72.38446808,73.83750916,70.48810577,71.73370361,73.08174896,73.9197464,75.0811615,74.58383179,74.67936707,71.43751526,71.80535889,71.69692993,71.89087677,71.65377045,72.34135437,71.90701294,71.90898132
ISR,51.7414856,54.00059128,53.59644699,55.00542831,53.08697891,55.23189163,55.97805023,57.46072388,59.62166977,59.27502823,59.37588882,59.10241699,58.01273346,57.53329468,57.58931351,59.08435822,58.30632401,58.40049362,57.63820267,58.17286682,58.12180328,58.51720047,58.7819252,61.75346375,61.98536682,62.58592987,62.85435867,64.51358795,67.29904175,69.90221405,71.71191406,72.12547302,71.47568512,72.54189301,73.77211761,74.78103638,75.72440338,76.70239258,78.78887939,78.72968292,80.00237274,76.86417389,76.67734528,76.41331482,76.16345978,76.81764984,77.06346893,76.5911026,76.87882233
ITA,61.48645782,62.02540588,62.43805695,63.03156281,62.5423584,61.82774353,61.81667328,62.59672546,62.61325836,63.03094864,63.36288834,64.18861389,65.41571045,65.11859894,65.55767059,66.81634521,65.94142151,65.66825867,65.43656921,66.53076172,67.50150299,69.18740845,69.66957855,72.22623444,72.08336639,72.26168823,73.13495636,74.94041443,75.79494476,77.23082733,79.11768341,79.67138672,77.74420929,77.78520203,78.25189209,78.60756683,79.30810547,81.23455811,80.79951477,80.33395386,80.9375,80.86017609,81.26069641,81.26363373,82.25204468,82.43860626,82.61819458,82.90788269,82.82087708
JAM,43.65873337,44.21631241,43.02272034,44.29444885,43.79932785,44.47229385,45.65545654,45.6620369,48.08631134,49.58166504,50.59148407,50.33279419,49.57048416,48.92924118,49.77292633,50.89326859,49.028759,49.19623184,49.13394547,51.91384125,51.9287262,50.5121994,53.36882019,51.74039841,53.14557266,58.73070145,55.30041504,55.14434052,55.52993393,56.66167831,57.97531509,58.22723389,58.27486801,58.82672882,64.20484924,64.56357574,66.12403107,67.02664185,67.56092072,65.97242737,66.07498169,66.10255432,66.09629822,66.21783447,66.60529327,66.60987091,65.27352905,64.44785309,62.19939041
JOR,34.46070862,35.14185715,34.7661972,37.05831146,39.55904007,42.30948257,42.50904465,45.04538345,45.80613708,47.31010437,48.61979675,49.91723251,49.21598816,49.79137039,51.31028748,52.18804932,50.65392303,48.85142899,48.71035004,51.85204315,52.88647461,55.24093246,55.9826622,57.69796371,57.08105469,59.35572052,61.90607452,63.47072983,64.96716309,66.03340149,68.68214417,69.54119873,68.91648102,70.18519592,71.39176178,72.91053772,73.50358582,75.30780792,75.22499084,73.78616333,74.15861511,73.77078247,73.49208832,73.73635101,75.00634766,73.38202667,73.35814667,73.28874969,73.40182495
JPN,47.76496506,49.11714935,50.01961136,50.37197113,50.98441315,51.39386749,51.73527145,53.0882988,53.60884094,53.85870361,54.13659668,54.14751053,54.9966507,55.32289124,55.62248993,55.99592972,56.04678345,56.1971283,56.01873398,55.789608,55.91588974,56.96173096,60.33114243,60.73764801,61.04959488,58.31464005,62.35105133,64.04085541,65.76226044,66.30055237,67.31128693,67.72431183,67.01657867,68.2324295,68.62480164,69.0558548,70.41417694,72.11338806,72.82795715,72.6632843,73.34178162,73.67042542,74.65221405,75.67346191,76.2306366,78.0723114,78.08835602,78.49317169,78.39509583
KAZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.87397766,29.05528259,33.18154907,34.8170433,38.17156982,40.0440979,42.07410431,42.46799469,44.95142365,47.64484787,49.34234238,50.76502991,51.74423981,52.3363533,53.3526001,54.57310867,58.77989197,58.45000458,59.57428741,59.93864441,59.73096848,61.35467148,57.71803665,61.21343994,61.58668137,63.68749619,63.77711487,64.13613892
KEN,33.31673813,35.18076706,35.24132919,35.81095505,37.2846756,37.37565231,37.98265076,37.74892807,37.46068192,37.87040329,38.24655151,38.13932419,37.53255463,38.34051132,38.60961914,39.25769043,38.97838593,38.15640259,39.60993195,40.40366745,39.92258072,40.82516861,40.48907852,44.62969208,44.97560501,44.82536697,45.55812073,46.04724884,45.48648453,47.29778671,47.41666794,48.50551605,48.12152863,49.63949966,48.75259018,50.79222488,51.21683502,52.41085815,53.15704727,54.27835846,55.11769867,55.9750824,56.37881088,56.00146103,56.93050003,56.10585785,55.96263504,56.06777573,55.79269028
KGZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.43008614,31.95844841,35.18351364,37.48358917,40.38790894,41.64334869,42.81375885,46.85494232,49.69288254,50.54723358,49.47861099,49.74472809,49.47407913,51.65005493,52.63609314,55.77118683,57.13607788,59.25260544,59.21950531,60.09477997,60.41028214,59.44113159,60.84119797,62.17163849,62.17748642,62.60356522,62.93744659,62.32463074
KHM,18.75315857,18.71235275,18.64409637,18.62904358,18.90219688,18.70549393,18.63372993,18.58480644,18.50160789,18.49435616,18.93191528,18.90012741,18.66675186,19.49045181,19.40583038,19.60668755,20.46066856,19.8048954,20.09104156,20.33596992,20.530756,20.71404076,20.78501129,21.24345779,24.83340645,26.39878845,26.36557198,28.17777824,31.03107643,34.5140419,36.21946335,38.18128967,39.79214096,40.25507736,42.24791336,46.31579971,49.11468506,50.93121719,51.78352356,51.91601563,53.65821075,55.22554398,56.76200485,57.17654037,57.50404358,58.14021301,58.21793365,58.84767914,59.28612518
KIR,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.55938721,32.75989914,33.36326218,33.31015396,33.50769806,34.46289825,34.54143524,34.27386093,34.84068298,34.96642303,35.44854736,35.79180527,35.38889694,36.0868721,35.69018936,35.51424789,36.37969971,35.81362534,36.19140625,36.30539322,36.97769928,36.02151871,36.96824265,37.11811829,38.44866943,38.64288712,39.64393997,39.69324493,39.75114822,40.27395248,41.23703766,40.67764664,41.30749512,41.76307297,42.17186356,44.91305923,45.78281021,46.22947311,46.36423492,45.77108383
KNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.50133896,36.58156586,36.22258377,37.31113052,39.16513443,38.98875809,39.35240936,38.61325836,40.11125565,39.70537186,41.33782196,41.47589111,46.91377258,40.78987885,41.4592247,41.67706299,42.00830841,43.04618073,42.811203,43.759655,45.18297577,44.78958893,44.8833046,44.87437439,46.20659256,46.14331436,47.19851303,47.58016586,47.92846298,48.27992249,49.8283577,51.04123306,50.50819778,52.02282715,51.97608566,52.72049332
KOR,31.93167686,33.1891861,34.03546906,35.53288269,37.18848419,38.76018143,40.59259033,41.81295395,43.67132568,44.43643188,46.69024277,47.06156921,46.98167419,45.861763,45.57533264,46.03356171,45.3903656,45.53149033,48.10425186,49.74597549,49.25336838,49.87037277,51.15464401,55.47262573,56.75351334,57.88663101,58.85839462,60.85363388,63.9571228,64.67469788,67.96517944,68.99065399,68.25533295,68.61549377,69.64723969,69.23231506,70.53855133,73.36991882,74.64672089,74.29976654,75.07327271,75.806633,76.38381958,77.09788513,77.97707367,77.60077667,77.92457581,78.20477295,78.47913361
KWT,42.79284286,43.05469131,43.3037529,44.3767662,46.52297592,48.24747849,49.67210388,50.65572357,51.75344467,51.48287582,52.51168442,53.99979401,54.90992355,55.8836937,56.66736984,56.72969818,57.34048462,55.90884781,55.38574219,55.20283127,55.33642197,57.09886551,58.98231125,58.93368912,59.40927505,59.29072571,59.31361008,60.15122986,62.26316452,62.55884171,62.74058533,62.86288452,61.96601868,62.32318497,63.43918991,64.7081604,65.33305359,66.45799255,67.06767273,68.46299744,69.75547791,69.53007507,69.91394806,70.05844116,70.3189621,70.96219635,71.15761566,71.25416565,71.85656738
LAO,21.57765198,21.12328148,21.07292938,20.28450584,20.01746178,19.92460823,18.67113495,18.93618965,19.78893089,19.76409721,20.52413559,20.36108589,20.77718925,20.29037666,21.09515762,20.72260475,21.1581707,22.59110069,24.30695534,25.32115555,25.35469818,26.76501083,27.34705353,29.72963333,31.08401299,31.00170135,33.19316864,37.25766373,39.38684845,39.25696182,37.64512253,37.33981705,37.01364517,35.41528702,36.51689529,37.64309692,38.93826675,39.531147,40.2664032,40.65442657,41.26818085,41.92025375,43.06302261,43.42916107,43.99062347,44.29561996,44.02861786,45.11600494,45.37182236
LBN,48.48536301,48.61800385,48.49230576,50.48827362,50.36715317,50.48922348,49.96129608,50.03469086,50.12005234,50.48720551,50.3775444,50.67003632,50.75005722,50.84820175,51.21479034,51.47360992,51.61347198,52.05550766,52.16365051,52.87121582,52.94902802,54.02733612,53.79629517,53.07101059,54.32485199,54.96504593,55.46698761,57.64556885,57.68584824,58.41119385,58.87464905,60.14652252,59.69521713,62.01515579,66.30897522,67.28284454,68.75081635,67.08345795,67.67082214,67.59085846,69.2587738,69.70594025,68.78751373,68.70267487,68.20243835,67.82341766,67.74656677,67.8147583,67.68268585
LBR,27.21563721,27.16535759,27.02441025,27.59054184,28.52425385,29.36509705,29.44257736,29.80262566,30.13495636,30.76184464,30.89978409,30.79662132,30.98655128,31.69267464,31.60658646,32.02986526,31.99746323,31.50307465,32.31403732,34.42472076,36.1619873,36.04674911,38.05990982,38.8675766,39.35901642,40.49627686,41.18934631,41.10811996,42.180233,42.76366425,42.63765335,40.18117523,39.12517548,40.00659561,40.5279274,41.59687424,43.21562576,43.31009674,44.06797409,44.29434204,44.11972427,44.68689346,48.10604477,48.72427368,48.22270584,47.22043228,47.34094238,47.6322937,47.73340225
LBY,29.4284935,29.47604752,30.71473885,34.12663269,34.42533493,35.12329483,36.39076614,36.41464615,36.6791153,36.33821106,36.26473999,36.18062973,35.80962753,35.85635376,36.19403458,36.15419388,36.13689804,35.67959976,36.35486984,36.45292282,37.10489273,37.21545029,36.09472275,36.17786407,36.45206833,37.85948563,37.92228699,37.67730713,39.44238663,41.67475128,44.29676819,45.24956894,45.5018959,45.21147919,46.38096619,47.60871887,48.41384125,52.79312897,54.21585464,56.46466827,56.07213974,54.53383636,54.95223999,56.63862228,57.27688599,57.24625397,55.46421814,56.23553467,55.28422928
LCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.17714691,36.98989868,37.31858444,37.05320358,39.13513565,37.44291306,38.2778511,40.01787567,40.25179672,41.2348938,41.14192581,41.79925156,42.40145111,42.59210968,43.62834167,43.90000153,49.51175308,43.30433655,43.41333389,43.4338913,45.45106125,44.59247589,45.64380264,46.24211502,48.05710983,50.55870438,51.05467224,51.57973099,52.7803688,52.92325211,51.56050873,52.53349686,51.60715866,53.57773209,53.90235901,55.6869545,55.41288757,55.19923782,55.87214279,56.34801483
LCN,38.71599579,39.15145874,39.42004395,40.70391464,40.72233582,40.72429276,41.24371338,41.62884903,42.21408463,42.05146027,42.0037117,41.97795868,41.68336487,41.91489792,41.77722168,42.22880173,42.65845108,42.5216217,42.55053329,43.01880646,43.4517746,44.12778091,44.89356613,45.95707703,47.07253265,49.57597351,48.71534729,49.42932892,49.91167068,51.07994843,52.11637497,53.01234436,52.50714874,53.72029114,54.65113449,55.49411011,56.60294342,57.80205154,57.86206818,58.04344177,58.46416855,59.05527878,59.36441803,59.67187881,59.88089752,59.82941818,60.01352692,60.05616379,60.1639061
LIC,23.50441742,23.82356644,24.13363266,24.71519661,24.80799484,24.95125771,25.36014557,26.16165733,26.65943909,26.91798401,27.21487999,27.39573669,27.33349991,27.80489922,27.97168159,28.32849503,28.679636,28.85936546,28.61180115,28.82474709,29.1335659,29.4861145,29.73821068,30.06025887,31.96181107,32.58001709,32.01834869,32.32103729,33.33720016,34.26099396,34.44958496,35.09137726,35.11717606,36.62668228,38.01912689,39.01281357,40.01961517,40.93176651,41.87449265,42.26314926,43.37889862,44.27368927,44.67753983,45.2399559,45.39276505,45.13104248,45.16289902,45.63827896,45.80963898
LIE,39.63922501,40.14421082,40.59608078,42.47468567,42.4345665,42.61993408,43.26609802,43.29195023,43.32517242,43.63916397,43.88819504,44.46700668,44.81980896,45.00630569,45.21945953,45.51622391,45.95170212,46.04831314,46.20591736,46.18054962,46.39686203,47.28883743,47.90546417,47.78621674,47.9042244,48.3083992,48.56110382,48.60720062,49.58671951,49.94569016,50.34529495,50.89823151,50.47753143,50.84634399,50.11666489,49.50973511,51.52137756,52.10207367,51.72894669,53.44258118,52.18915558,53.79003525,54.23002243,53.98122787,51.99497223,53.38991928,53.01245117,53.36470032,54.21257019
LKA,28.69237137,29.68430901,29.44213676,29.29053688,30.0451622,29.96239853,29.94988441,31.03877831,35.4666214,36.45370102,37.2207222,37.91383362,38.49411011,38.32421494,38.36644745,39.11464691,39.05615616,39.22945023,38.80776978,38.36738205,38.52435684,39.62122345,41.4593277,42.38682175,46.09102631,44.28895569,44.2455864,45.54325485,47.01873779,47.97544098,52.74863052,54.5050621,55.12527084,56.09867477,58.18000412,57.5942421,59.32674408,60.13538742,59.73261642,57.29436493,57.87330627,59.43358612,59.40628433,58.33399582,58.82457733,58.36471939,58.76901245,59.28142929,59.79472351
LMC,29.67045403,29.78978348,30.13935471,30.73656082,31.67179871,31.16574669,31.80382919,32.07909775,32.64008331,32.80229187,33.28374481,33.57376862,33.59247971,33.80499268,33.82188034,34.26186371,34.32989883,34.08306122,34.26154327,34.69596863,35.03384399,35.32894135,36.58976364,37.85340118,39.0629425,40.01377869,40.33535767,41.1844635,42.12015152,43.18274307,44.30368042,45.09571075,44.89011765,45.76183701,46.76919174,47.91454315,49.13256454,50.39163971,50.92303848,51.25058365,51.91253281,52.29748154,52.89176178,53.22093964,53.8692627,53.89558411,54.19571686,54.68376923,54.70859528
LSO,29.48338509,29.64141083,30.06505775,30.51111031,31.13056755,31.4780159,31.90408897,31.84366989,32.07679749,32.20343399,32.78815079,34.98838425,37.12734604,37.28075027,37.25763321,38.09914398,38.17937851,38.01689911,37.6271553,37.77425003,38.0873909,39.41928864,39.25102615,39.39474487,39.56983185,40.28775787,39.72022629,39.95243835,39.94788742,40.61343765,42.58369827,43.23669815,44.3669548,44.85744095,44.94067383,44.69978714,44.53385544,44.5875206,48.3208847,45.89593124,49.9641571,49.60940552,50.59953308,50.83954239,51.91031647,51.14675903,51.7816391,48.88208389,48.99284744
LTU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.82180405,41.64655685,45.24058533,48.22172165,51.81261063,54.32542419,58.17679214,60.778759,62.06453705,62.45427704,64.98265076,66.43795013,66.51835632,68.39800262,71.2819519,72.28145599,74.1279068,75.88404846,75.90228271,74.57769775,75.69376373,76.66231537,76.95045471,78.09260559,78.83074188,79.6341629,80.22583771,80.89186859,81.14994812
LUX,73.95144653,74.41905212,74.34993744,73.43429565,73.24268341,73.80728149,74.17133331,75.34029388,75.88336182,75.09829712,75.02960205,74.81300354,75.36480713,75.56465149,76.00164032,77.01081848,77.08836365,76.32540894,74.83148956,73.91139984,74.22380829,76.240242,81.50224304,81.77567291,77.72692871,77.78014374,78.33538055,78.83644867,79.28283691,80.22029114,81.15010834,81.35002136,80.50739288,80.63896942,81.66056824,82.38703918,86.09778595,87.3500824,87.05687714,87.03920746,86.84647369,87.0378418,86.90921021,86.74324799,86.91361237,83.49632263,83.20130157,83.241539,82.82162476
LVA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.59380341,43.04358292,47.1053772,48.49456024,50.4424057,51.79125977,55.54189682,57.21398926,58.77513123,59.73128128,60.13765717,61.44253922,61.68515778,63.34490585,67.67453003,68.87815094,70.89688873,72.32562256,72.04024506,71.58718109,72.93899536,73.39903259,74.69330597,74.76286316,75.21876526,75.56143188,79.0404892,79.42384338,79.771698
MAC,37.26366806,37.30746078,38.35036087,36.9314003,36.86091995,36.80450821,36.8711586,36.91495132,36.9670372,37.13459396,37.0289917,37.37955856,37.46398926,37.5337944,37.49697495,38.09569931,38.07225418,38.25642395,38.25143433,38.32587814,38.3670845,38.6959877,38.48997116,39.06401825,39.13574982,38.98935699,39.39266205,39.46982956,40.51002502,40.84303665,43.67116165,44.90293884,45.91263199,46.64655685,47.0910759,48.65630341,49.536026,50.32917023,50.65843582,50.84460831,50.51016235,50.7838974,50.73551559,51.07009125,51.33875656,51.48105621,51.56909943,51.65832138,51.79330826
MCO,41.42739868,41.9081955,42.00709915,42.09295273,42.40336609,42.77514267,43.02534485,43.20357132,43.53063202,43.67425156,44.15366745,43.95560074,43.78235626,43.57132721,43.56483841,43.88591385,44.00180054,43.32798386,43.31150818,43.35446548,43.50151062,43.80421066,43.73664856,44.02396011,44.30739212,44.2716217,44.41996384,44.66673279,44.83415604,45.24572754,45.39284515,45.75378418,45.3886795,45.65869522,45.57713699,46.51682281,47.07129288,48.35646439,47.92954636,48.63358688,48.87656784,48.80083466,49.36617661,49.42150116,47.23934555,46.85134888,49.58957672,50.00416183,49.94384384
MDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.83473396,30.23004532,32.65463257,36.4578743,40.42975616,43.62065506,46.15313721,47.69871521,48.79645157,49.30122375,50.64608383,51.76021957,56.30152893,57.708004,58.46694565,60.87217712,62.9052887,63.97359085,63.74055862,64.52335358,65.38476563,66.32388306,67.07371521,67.83062744,68.29958344,68.52967834,68.41335297,68.3443985
MDG,25.69731712,25.84417534,24.71018219,25.3007431,25.33886337,25.70866013,25.22311401,25.68952751,25.57184982,25.80455399,25.02061081,25.69535255,25.78331947,25.57069397,26.66778946,27.04776382,27.57219124,29.10597992,28.89149094,28.9298172,28.13148308,29.24938965,28.96241951,29.16213608,29.841465,31.60040665,29.82551384,32.0342598,32.53291702,33.32017899,34.97378159,35.86349106,35.15052795,35.33322906,41.22117233,41.57062149,43.11959457,45.62278748,46.41080856,45.30873871,45.81577682,45.55854797,48.47311783,48.67233276,48.79020691,48.98922348,48.30567169,48.19094467,48.84701157
MDV,32.30533981,32.32884598,32.36674118,32.36674118,32.39024734,32.38246155,31.8631649,31.9088459,32.21235657,31.77173615,32.79818726,33.79199219,34.94475937,34.61144638,32.61014557,30.22550774,30.2253418,31.3214817,31.45138168,32.23612213,32.78803253,33.00628662,32.71340179,32.45178604,32.57983398,33.27257919,34.26033783,34.72935867,35.7857933,36.51878738,36.7367363,35.36817551,35.99347687,36.03239441,36.96956253,39.08597565,41.12644577,43.51599503,44.24539185,44.40479279,45.25766754,46.24173737,47.16114807,48.0336647,48.61893082,49.53108978,50.43647766,51.14623642,51.71834183
MEA,37.31641006,38.87762451,39.09431076,40.43221283,41.01691055,42.09031296,42.60558701,42.71723175,43.51577377,43.54616928,43.463974,43.9995842,43.84516525,43.95708847,44.27574539,44.65038681,44.57062912,44.30646515,44.21760178,44.75847244,44.97089767,46.5004425,47.09650803,47.93999481,48.57289124,49.06251526,49.40993118,50.02848053,51.33383942,52.18341827,53.29428482,53.98273849,54.0605011,54.9573555,56.51640701,57.76274872,59.30509567,60.68318176,61.36836624,62.05028534,62.59370041,62.54104614,62.76350784,63.0099144,63.19242859,62.76983643,62.78083801,63.32425308,63.52973938
MEX,42.45607758,42.28442383,42.34986115,42.92044067,42.91787338,43.38520813,43.94575882,44.09875107,44.32340622,44.74744797,44.24656296,44.31410599,44.35107803,45.56332779,42.74502945,44.12263107,45.9324379,47.21691895,46.12253571,44.79776764,45.27748108,46.34005356,49.68284988,49.51425552,49.9967041,54.80261612,52.74005508,52.90327072,53.81232452,55.19115067,57.85344315,58.71826935,58.7211647,59.43281174,60.38827896,61.91504669,61.92715454,62.96757126,63.69769669,64.4096756,65.08315277,65.86051178,66.32820129,66.64398193,67.46994781,70.97291565,70.38127899,71.48544312,71.68403625
MHL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.06860924,30.05346298,30.94517517,31.76180267,32.17292023,32.86256027,33.18554688,34.41695404,35.43358994,35.43730927,35.99938202,36.6654129,36.64975739,39.03703308,38.05537796,38.23916626,38.28633499,40.95562363,40.18540955,43.9846344,42.94848633,42.7889061,43.66460419,43.79978943,43.86441422,43.93164063,44.18770218,44.64308929,44.92513275,44.7816124,45.43182755,45.5396347,45.74658203
MKD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.99444199,33.92668915,34.15213013,36.78084183,38.60477448,39.83596039,44.44775391,46.09267426,46.72195435,49.70368576,51.42735672,54.23682404,54.38151169,55.97782135,58.35274887,62.05928421,66.79611969,66.9537735,66.83381653,67.26460266,69.16077423,70.01461029,69.53025818,68.93774414,70.12802124,69.88106537,69.75136566,69.83351135
MLI,25.27956009,25.49990654,25.5567131,26.57383537,27.24077034,26.43374634,25.57542419,27.63638687,29.10878563,28.79002953,30.09004593,30.4954586,31.39284706,32.59934235,32.93485641,33.8937149,34.1877594,32.69620895,32.56485367,32.33124542,33.50258636,33.94115448,34.39241409,37.1740799,39.17698288,40.08297348,40.31077576,40.25458145,40.59820938,41.04876328,40.84890366,43.46519852,42.68143845,43.3957901,44.05975342,44.08200455,44.97854233,44.53870773,45.43699265,45.17301559,46.94755554,46.84318161,47.18727493,48.27697372,48.3235817,49.31893539,48.83669281,48.71996307,48.6037674
MLT,52.3061676,53.10552597,52.27878571,54.48793411,55.70505905,56.00888824,55.99884415,56.45664597,55.81279755,55.93238449,55.44216537,55.24398041,55.01679611,54.76149368,55.49004364,55.06931686,54.86016083,54.82582855,55.59413147,56.26981354,56.71244812,57.53326035,57.59883118,58.15805054,60.0877037,62.39925003,63.4604454,63.85771179,64.76660919,65.71852875,66.50546265,66.68052673,66.91542816,66.60710144,73.39189148,73.33978271,75.58164978,76.51376343,76.25737762,76.64065552,77.13074493,77.37358856,77.93338776,77.73139954,78.59281158,77.74071503,77.74549103,77.31453705,77.27671814
MMR,22.21196175,22.54234314,21.78288841,22.05916023,22.12238503,21.82674599,21.8225708,22.25362587,21.96871758,21.7853756,22.39918518,22.46915817,22.4005661,22.13745117,21.76295853,21.93657684,22.0196228,22.10485077,22.54659462,22.87304306,22.6377697,22.35077286,22.33955002,24.00439835,24.36924744,24.52442932,24.45145416,26.48983002,29.01714706,29.48644257,29.64019203,33.91619873,34.27916336,32.66153717,33.16184616,34.1213913,34.02184296,33.60427475,32.86405945,32.32986832,32.15105057,33.46376038,35.61175156,37.84976196,39.1816864,42.41836166,42.88859558,43.3540535,43.73389816
MNE,46.14512253,46.14512253,46.14512253,46.14512253,47.37949753,47.96471024,47.96471024,47.96471024,47.96471024,48.25514603,48.25615311,48.25984192,48.24546051,48.23576355,48.23530579,48.2583313,48.24042511,48.19004822,48.13289261,48.35832596,48.69762421,48.63850021,48.62451172,48.61740494,48.63607788,48.91598511,49.41983032,49.91903305,50.37106705,50.44926453,50.49377441,50.74515915,51.01179123,51.11445999,52.83985519,54.35463333,61.18711472,63.54999924,66.24044037,66.70944214,68.18977356,69.12004852,70.04699707,69.83815765,71.3102417,70.72757721,70.6570816,71.22817993,70.85015106
MNG,23.18569946,22.95288849,23.23206711,23.69173241,23.7713871,24.03064919,23.89575195,24.37976456,24.42888832,24.65087128,24.42163849,24.67762184,25.09860611,25.43290901,24.40371895,25.34922791,25.6708374,25.52417564,25.6078968,24.75509834,25.74894714,28.10479927,30.62817955,34.36539459,35.06665039,35.2246933,38.46752167,40.30175018,43.00046539,42.96346283,44.27627563,45.05921936,49.78868484,51.7918396,53.23096466,56.0852356,57.44576645,58.53774261,57.93955231,58.84474945,60.54758072,61.05428696,62.72442627,62.3491478,63.4281044,62.507267,63.57241821,64.47125244,64.53813934
MOZ,NA,NA,NA,NA,NA,20.70702553,20.52843857,21.26236916,21.49731255,24.28360558,24.53892708,24.82619858,24.8483696,25.09300232,24.32457542,23.98010635,24.05329514,25.49757004,26.51521683,26.39165115,27.62004662,27.06592178,28.27471352,28.88644409,29.51933479,30.07775307,30.56771851,31.59167099,33.04356003,37.09978104,39.32114029,41.44536209,42.42818069,41.8157692,42.99495697,44.21478653,45.73215485,46.31559753,46.06443405,47.00933838,48.28409195,49.68083191,52.62253571,53.05007172,52.97164917,49.11853409,53.15348434,54.16702271,51.46714401
MRT,27.04834175,25.92230988,26.06357956,28.16683006,27.49396133,26.65167999,29.68152428,29.37388611,29.66444969,30.65413666,32.40088272,32.61861801,33.1147995,32.88042068,33.28610229,35.22673416,34.74793625,34.17461395,33.44055939,33.37984085,33.04692841,31.99279022,31.83332062,34.22517014,32.98361206,33.3000145,34.96790695,33.92523193,33.39602661,34.91430664,35.90450668,37.91699219,38.56592941,39.6182518,41.289608,43.08395004,43.62755966,47.68633652,48.58058548,47.67246628,45.22364426,46.49868011,50.67251587,50.02273178,51.5136528,50.50679016,50.12718201,50.65979004,50.57396317
MUS,34.2088623,35.81984329,36.92677689,38.20620346,38.93313599,38.95521164,39.26453781,39.79936981,39.99596024,39.58299637,40.83640671,42.13397598,41.87000656,41.78261185,42.51076508,42.96917343,44.38876343,44.21805191,44.76113892,45.14878464,44.87050629,45.84743881,45.75499344,46.33618546,46.46224594,47.53052521,48.43167877,50.4611969,51.90542984,52.58577347,54.57203293,57.47793961,55.71900558,59.96642685,60.30049133,64.06556702,67.42420959,69.94644165,70.22229004,68.83779907,69.98285675,70.43979645,71.29164886,71.37887573,72.35400391,71.95076752,72.26171112,72.26685333,72.2687912
MWI,26.00491714,26.5535984,26.53464127,27.19428825,27.12908745,27.31983376,26.63789749,26.79504013,28.23039055,29.37081337,30.00097656,29.5524826,28.54868317,29.0836525,29.67393494,31.2186718,31.28360558,30.93698502,31.26363754,29.72515488,29.46883392,29.9183979,30.16316605,28.29582787,35.44428253,38.43202209,35.40372467,32.01399231,33.95580673,39.35476303,41.05335617,43.26180267,39.23157883,41.18383026,42.17805481,42.33697128,41.64591217,42.91989899,43.58395767,43.42055893,44.72407913,45.92030716,45.36283112,47.90641785,48.54167938,47.94573975,48.16758728,48.67471313,48.57604218
MYS,42.62316132,43.53000641,44.15307236,44.89431381,46.17686462,47.32749939,48.52285385,49.48462677,50.65265656,51.34964752,53.35903168,53.87602997,54.58956146,55.09687042,54.6949501,55.36832428,55.23300171,55.81817245,57.88071823,58.45745468,58.43843842,59.5878067,62.68024826,64.45935822,66.15879822,67.33243561,68.59944916,69.72246552,70.5594101,70.95989227,71.52890778,72.98275757,74.17907715,74.74394226,76.35316467,76.62835693,77.63280487,78.06053162,78.32498932,79.23097229,79.16378784,79.59467316,79.91403961,80.16337585,81.55517578,81.31581879,81.14636993,81.49165344,81.5535965
