Country Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
HTI,4.940827939,4.35712722,3.380884436,3.373012944,3.958976746,3.267680842,2.939781622,3.530267731,3.436160555,3.154660566,2.485997867,2.452420059,3.482595089,1.109787664,0.651503626,0.427695919,0.408686931,0.514683499,0.412432388,0.426111933,0.75898065,0.754578925,1.167550247,1.250919369,1.188485652,1.225194626,0.942847808,0.993751373,0.778424834,0.619396171,0.346646888,0.381310973,0.393717837,0.500341382,0.417237683,0.354486519,0.481485207,0.412533929,0.403512628,0.347261218,0.677029404,0.526060611,0.492604764,0.556670942,0.714675342,0.572188967,0.806766351,0.699069631,0.450263748,0.465654747
HUN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.023190415,0.808027747,0.689260626,0.537869643,0.533437304,0.577423697,0.523461329,0.232038269,0.321577557,0.718518199,0.709392742,0.457902751,0.421114268,0.446673477,0.410026216,0.544111329,0.471975977,0.638041777,0.51892226,0.543327705,0.697803918,0.642447248,0.517336716,0.39971111,0.281004931,0.229563621,0.297285855,0.367596981,0.323754142
IBD,2.493441457,2.560532167,2.802009491,3.86962007,9.281331672,8.8345697,9.375849078,9.156073583,8.61237979,12.22573586,13.32406648,9.941270496,8.636339989,9.109814959,8.390160499,8.163213419,4.599132926,5.876545183,5.562687645,7.329111591,8.267598867,4.639805194,4.802553453,4.449877912,3.831442786,3.999276422,4.37006995,3.695466324,2.353996724,3.322395792,5.449356502,4.866036557,4.712731773,5.06539726,6.916384782,8.168405571,9.009800178,8.736334461,10.98993647,6.080396128,7.575415497,9.178018689,7.355050574,6.22924563,5.189652879,2.850184948,2.484393559,3.189274634,3.911636051,3.079703165
IBT,2.743564898,2.65223455,2.897625004,4.118941314,9.625397201,8.864359343,9.406733692,9.383076136,8.696328048,12.72658188,13.17325208,9.113093185,8.005165794,8.605245512,8.180826859,7.956440042,4.625079299,5.911600655,5.61336689,7.4608984,8.470788596,4.916150006,5.125608692,4.756440153,4.1555537,4.37622292,4.745881505,4.019533973,2.626118943,3.54849175,5.758013737,5.100843923,4.947357381,5.365201885,7.157732189,8.452310461,9.258897311,8.957279471,11.16072401,6.278962617,7.761296244,9.409336521,7.568143821,6.414908155,5.382417787,3.019950524,2.658603006,3.38364174,4.065457232,3.193859026
IDA,3.683862468,3.105013024,3.389305513,5.918765775,12.2746503,8.830025998,9.409711292,10.99391481,9.041344885,16.81706416,12.04646019,4.659877435,4.396683998,5.20386052,6.620377045,6.367367238,4.833942072,6.202290109,6.214224003,9.017523081,10.79437558,7.894583373,8.758877417,8.6827161,8.937811149,9.835755992,10.16829077,8.802212272,6.467164494,6.555955118,9.677011548,8.145510836,7.774696982,9.005972005,10.15103399,12.07177548,12.38423148,11.88456533,13.4774069,8.940279649,10.38662771,12.8437906,10.71766716,9.041570452,8.020090204,5.193748387,4.973365961,6.137928047,6.25632337,4.781674537
IDB,1.46654229,1.601540476,1.912681636,4.210734809,17.31362716,12.82270542,12.05891756,14.11177619,11.91200248,25.04445105,17.10283807,3.850599806,2.755194496,4.692719331,7.679142318,8.198210637,4.835194993,7.733199978,6.766762361,11.77883287,13.61645056,9.081763928,10.30264606,10.96001099,9.284963684,9.639275041,10.49061823,8.875645177,5.081242976,6.589430405,11.62939805,9.175787834,7.942210087,8.754246758,10.9424571,13.35516359,13.32122205,12.3338115,14.55544396,9.038457183,11.11674469,14.12290434,12.40996854,9.964251153,8.343771973,4.489534242,3.943320167,5.91864386,7.733312425,6.345035376
IDN,3.573306748,3.961052909,5.961677399,10.59004921,19.95406652,16.96904256,17.18785707,17.75157126,15.19992653,33.47191686,27.15495158,18.45905187,10.18007488,13.21293518,12.8488576,11.96459018,7.904710976,10.83150495,8.685835486,10.67389905,12.27483802,7.510940629,7.039650077,5.629364961,4.991235208,5.526252046,5.905434564,5.366340712,8.135721043,6.974651627,9.84522754,8.147302031,6.475675051,6.35404387,8.366587031,9.731952449,9.291362178,9.908863626,11.29533843,6.688711565,7.070380615,8.397391255,6.048981834,5.518884924,4.765234443,3.116901829,2.626529135,3.096569825,4.463613028,2.943075535
IDX,5.348470031,4.086858201,4.502587985,6.966386487,7.291482734,5.27442246,5.981761278,7.135123566,5.897762605,7.13551596,6.98889643,6.096348043,7.145009363,5.877368454,5.43828441,4.434654732,4.832444585,4.943330777,5.768126462,6.844726124,8.415536644,6.911537414,7.419162448,6.967510441,8.646264036,10.00299622,9.887535905,8.73917713,7.581023233,6.527923338,8.061300108,7.268932454,7.631679619,9.227610615,9.428798705,10.82341634,11.39998539,11.43240916,12.34503781,8.848958432,9.670297237,11.53183311,8.867291615,8.065659761,7.67675811,5.905594979,5.931568734,6.324758736,5.024774976,3.492503393
IMN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
IND,0.68727487,0.850544256,0.833664461,0.967727322,1.380725878,2.98428185,2.923576635,3.92947726,3.357259935,3.259913815,2.910894613,3.899614598,4.113841316,3.474584705,3.367378425,3.514734501,2.42991569,2.17434205,2.048187996,2.896726685,3.374451148,3.003445676,2.755069221,2.421439392,2.032176216,2.53085254,2.476988988,2.219750173,1.79252944,1.804160544,2.392593304,2.380761543,2.211782965,2.139457417,3.042363495,3.552230389,3.936968285,4.457773677,7.100894043,3.383993431,4.443014279,5.306815147,4.009669884,3.627618671,2.793775459,1.764172696,1.729645283,1.962666427,2.23321722,2.006413418
INX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRL,0.427278894,0.270655315,0.276044908,0.741998064,0.939555371,0.185027354,0.15459326,0.169352436,0.208576368,0.453215556,0.376819458,0.271164326,0.184255164,0.374068721,0.410352364,0.412549079,0.205322917,0.13030107,0.670486662,0.795126165,0.327251462,0.175231793,0.14588,0.124460854,0.114251832,0.097104968,0.103719737,0.114622894,0.044646594,0.034728003,0.085133208,0.06262746,0.052404267,0.038910241,0.057942826,0.06720519,0.312859651,0.288215361,0.041817554,0.048932197,0.101898991,0.093888659,0.055036661,0.034283704,0.032506999,0.017802752,0.070543258,0.123243765,0.136799104,0.023766133
IRN,14.03846134,18.133262,18.86155982,20.19036554,49.60973639,38.66102748,35.62090012,30.70376458,30.10875312,34.15791138,21.20058505,14.60321689,14.85061379,13.53593103,11.40794217,10.27678285,4.084340297,9.820478539,8.738649291,15.50200856,21.86510078,NA,NA,29.56347806,24.57441091,20.12183295,20.28802001,19.4194849,12.63780659,17.94307686,32.62411613,23.73348935,22.06436794,23.27955828,26.66131226,34.48467907,34.74638718,28.37554166,33.20961416,19.91757948,23.10421573,28.20580694,23.43933298,27.58180503,27.49912247,15.81645541,13.66729027,18.17442072,23.64641161,NA
IRQ,18.38639659,22.64031309,22.62869919,31.14925357,64.7826343,61.72562967,55.05963428,51.61997334,47.84317253,NA,55.91340896,27.31220177,19.86053388,21.17652766,21.6731292,24.03954543,14.58233751,20.64911337,20.0221249,28.81721057,9.873071114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.92525989,66.69001816,64.85899519,53.52091918,55.53534547,38.60991177,42.7269461,50.52391168,49.18893145,44.86024309,44.5976822,34.2467187,30.46067959,36.2850449,45.03486007,39.79921168
ISL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000382766,0.000359865,0.000368072,0.000349275,0.000301799,0.000276067,0.000218677,0.000190425,0.000117414
ISR,0.170367936,0.128390609,0.095014571,0.12546537,0.294864564,0.240975567,0.085611804,0.264376072,0.025282738,0.040146848,1.818925151,1.604201601,0.109073843,0.078958817,0.038467507,0.063508719,0.020828968,0.011407046,0.00949456,0.009183769,0.008286926,0.005481266,0.004867761,0.003988248,0.002602214,0.003178779,0.003819241,0.004159399,0.002769266,0.003868243,0.00194549,0.001038737,0.001132405,0.000879871,0.023776752,0.04861565,0.09905713,0.130441434,0.404043138,0.316836248,0.169498768,0.307581504,0.296059986,0.329848101,0.303025415,0.246481302,0.163437957,0.150501061,0.186586815,0.093395506
ITA,0.063130838,0.050822674,0.05285564,0.07676931,0.130960238,0.128370223,0.140666154,0.123853974,0.114639908,0.189309582,0.196039083,0.151583387,0.085568313,0.147792722,0.15441545,0.155114897,0.090313145,0.071946976,0.077743262,0.0901074,0.086444002,0.051598484,0.044277058,0.060012049,0.054665924,0.05712601,0.065763474,0.064624638,0.026428688,0.038100512,0.097525936,0.106121427,0.094124121,0.085481908,0.07978565,0.105920546,0.129016359,0.122512209,0.147575194,0.095120209,0.120885026,0.167117955,0.182342588,0.163563984,0.142323328,0.081836473,0.048940865,0.068196967,0.103771522,0.08904222
JAM,7.895861995,7.392334075,6.089343745,6.25016651,12.06367298,7.007235462,7.108769301,8.829710627,11.16714862,11.33344903,10.99291448,10.89359562,8.522154767,6.46891923,11.04074788,8.626504207,6.608378169,4.964428143,4.162614981,5.686623847,6.335396123,8.080036596,8.666915729,4.290396333,4.434668194,2.491970585,2.806248164,2.137571839,1.85294245,1.46600797,1.495403223,1.522379798,1.113176073,1.06911353,1.721884188,1.984805567,2.665880089,2.880533467,1.950769931,1.292928758,1.42633119,1.72517721,1.336959662,1.301885429,1.345293745,1.266112454,1.220533261,1.349621725,1.461882117,0.140914731
JOR,0.028834097,0.037135462,0.031052064,0.034856259,4.404147272,4.30961931,1.172438659,3.03952238,0.082227367,0.13305937,0.788621222,1.114355635,0.649846899,0.438094864,0.095007179,0.275578142,0.042629727,0.057633698,0.048851884,0.087336453,0.144936129,0.11391068,0.062331287,0.060998511,0.064503422,0.079151186,0.092939802,0.096413917,0.097016258,0.065697064,0.095564483,0.103883947,0.079268086,0.092926677,0.091530852,0.100202419,0.454122806,0.763797726,5.647978406,3.871143619,1.664130542,3.327721468,2.918406584,1.285512607,1.202610025,1.400035893,1.1228606,0.869333532,0.718264601,0.034886206
JPN,0.227358059,0.201542925,0.161499562,0.218468332,0.266417042,0.250726835,0.25255405,0.196075255,0.145911243,0.225864897,0.15927908,0.119015662,0.146695115,0.104588314,0.074911846,0.084465054,0.049089228,0.035719911,0.034518515,0.038959478,0.035565204,0.027909207,0.02356094,0.021104565,0.016834205,0.015630682,0.017521561,0.015795836,0.013480203,0.010885176,0.011328317,0.010886422,0.011186172,0.011872085,0.011537014,0.015136785,0.018418384,0.021804507,0.024476917,0.01982152,0.019286768,0.021232249,0.020154049,0.023126909,0.026013885,0.028211418,0.027082357,0.037551762,0.03595472,0.088973515
KAZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.67923197,9.531007923,8.086565703,7.22292226,6.273818705,7.350209733,9.728850047,8.010696099,2.961322992,10.87824555,25.79733287,20.12070712,22.3957941,22.34656401,27.67334722,29.79711952,29.17964849,26.57352278,32.00883622,20.87568051,24.21193664,27.19230633,23.39118345,19.20405043,17.61358276,9.55269289,11.50062282,15.67451643,21.7844822,17.62452902
KEN,3.263069232,2.537638517,2.358594356,3.38649553,3.304144477,4.182181258,3.693559641,5.030422483,4.644966755,4.054321866,4.142263059,3.86834519,5.759296203,4.184524791,3.909024638,3.24872576,4.120500083,3.905212605,3.915231385,4.189091102,4.963898607,5.198748487,5.377811359,6.771410783,6.337797721,7.286247497,5.490762576,4.732982183,4.534393483,3.268707204,3.313967549,3.141620668,3.739543911,5.085421396,4.123678129,4.0380771,2.950418509,3.633898494,3.638868734,3.712635241,3.015425034,3.255771349,3.223570259,2.944415255,2.910675496,2.960045209,2.868836932,2.411873633,1.326671305,1.052401686
KGZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.058209044,0.712637396,0.980751873,0.876419227,1.802136104,0.607565802,0.724137827,1.998689386,1.390061379,3.352433162,4.101786691,3.506831346,3.295827301,3.400969092,3.411628678,3.078245913,1.839364946,1.077092058,4.289209446,4.450464911,9.863681684,10.24559861,3.627945354,5.74724014,4.077774613,4.336878115,5.642579537,8.757812283,4.652792475,0.552836123
KHM,4.310581725,2.590169967,7.007504549,13.36159315,14.81926292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.471296234,6.743921933,8.326751947,8.266182076,7.128153749,6.556082214,3.393557209,2.453022248,2.530915634,2.595476151,3.410502632,3.204116393,1.7198481,1.806869951,2.24551946,3.099840616,2.862780067,2.695956615,3.050561909,2.293983506,1.902926337,2.548770799,1.817686573,1.848763039,1.939723525,0.872103587,0.683881415
KIR,0.016822261,0.012118226,0.013322484,0.021674114,0.006907886,0.010614574,0.019593888,0.030471079,0.02171497,0.034300232,0.051670901,0.030595037,0.026852919,0.030119927,0.021085228,0.028229597,0.0457028,0.044745506,0.034759757,0.037236147,0.039813574,0.037986534,0.052208216,0.043704231,0.048233576,0.078915819,0.07062083,0.060794158,0.052523217,0.02724379,0.029584285,0.037597947,0.037743302,0.045014657,0.045176382,0.02648817,0.03380181,0.043302368,0.070983508,0.073149333,0.062338136,0.073192876,0.058389845,0.055213896,0.087994189,0.07292428,0.082690196,0.093406453,0.041513572,0.038354412
KNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOR,0.168894151,0.159329518,0.153518241,0.400536452,0.49058202,0.78512869,0.571243489,0.483741398,0.310065442,0.266588511,0.449245393,0.624635641,0.629692925,0.311602107,0.206786128,0.252563019,0.145107176,0.067129696,0.117775617,0.109872096,0.070009432,0.038230153,0.027147232,0.017671053,0.018230093,0.028605796,0.02290016,0.020638275,0.036562924,0.02225615,0.019602495,0.028086568,0.022119429,0.025510996,0.020482169,0.019406629,0.019733806,0.023980484,0.041993548,0.035771813,0.032123172,0.033507277,0.045904419,0.02764891,0.024329381,0.018425354,0.018799025,0.022206689,0.021995292,0.099287689
KWT,41.001449,40.50575225,46.37427245,51.24252095,73.47112329,64.03267693,65.54052419,60.08805,61.27147471,NA,68.93726797,47.31132045,31.9041456,43.8720887,44.98236276,38.88496377,32.56224093,39.91674585,33.74508777,48.02712764,55.61264708,9.153959074,29.59149425,40.65987492,38.99201057,39.33849174,42.51638022,38.86124399,29.57780582,35.07000686,51.81570818,44.20889527,38.90093196,40.83354636,48.36244645,56.00767093,53.33002923,49.27242662,54.21943825,40.24720024,49.33749565,58.98281168,54.85021065,52.96181852,50.94358411,37.05523006,32.10488991,36.60371131,44.6634722,42.65632119
LAC,1.414732978,1.263883934,1.299084686,1.666396325,2.93690373,2.759914373,2.78177962,2.689412591,2.71554399,5.196762887,6.197518969,4.905012919,4.471396738,5.803632543,5.579543896,5.197330603,2.673219637,3.598182529,3.273423013,3.933464391,4.157603289,2.173489385,2.448579483,1.985490607,1.719801322,1.961867363,2.220008244,1.880489541,1.228628385,1.989610084,2.931596469,2.360263181,2.857868085,3.328606067,3.958511663,5.002898535,5.469902494,5.246822786,5.744125449,3.260248104,4.372135879,5.428299649,4.940080273,4.547549448,3.891787601,2.239396324,2.166470841,2.654950663,3.405428847,2.812082256
LAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.918299398,1.518843225,2.883214351,5.010073342,9.133161908,7.802352533,6.874068955,6.990536867,7.099333948,6.099483785,6.437681249,9.054898702,8.525021113,7.640250996,8.588892213,5.137281629,4.024261806,4.554283809,4.806978113,6.575783576,6.134426751,6.463243042,13.28679935,13.21602411,13.02590236,10.59969409,14.82148845,15.26435563,12.11278345,12.55923108,8.13646053,5.53855992,4.385177722,5.037146351,3.961483629,2.788377619
LBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031724634,0.041364191,0.036039336,0.020723889,0.015672852,0.008071182,0.008033377,0.0098985,0.008876184,0.007544301,0.009139067,0.00147159,0.001607124,0.001535426,0.001372922,0.00160304,0.001457056,0.001356432,0.001624003,0.00137814,0.001896636,0.001909543,0.001880799,0.001934982,0.00182191,0.001544904,0.002290985,0.002287824,0.001371395,0.001983867,0.000935282,0.001200948
LBR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.84095468,17.25229531,23.89977042,34.17766875,19.78805463,19.88023089,17.64858751,21.57702701,21.767383,22.07774912,18.36466184,23.27221202,27.37969117,29.1849306,26.86056724,19.75276888,20.85563015,22.14243765,14.04688932,12.43150032
LBY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.58130056,24.70301005,23.59776864,23.45080723,23.13652738,28.34114045,32.67965586,27.7204066,18.83725252,20.42585974,34.6291097,30.94694634,50.46674612,49.46595457,55.47292374,62.70009574,67.91760941,61.27464599,64.50111215,49.87449074,57.2098678,51.61651517,63.83760443,53.01907564,42.5084231,27.28717784,21.48315193,37.6490968,43.35794298,44.63783551
LCA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054772508,0.044706816,0.105462594,0.033353568,0.015931626,0.008937844,0.007382571,0.006761959,0.005842414,0.005161755,0.015405838,0.017482477,0.015017578,0.011096749,0.013047074,0.016008247,0.011486578,0.015635333,0.012500183,0.01022789,0.010381819,0.01089956,0.009763686,0.009552621,0.009236447,0.008373225,0.011003542,0.010776587,0.010641917,0.009930114,0.021393996,0.017173383,0.016416211,0.019327595,0.025358972,0.018653969,0.02423865,0.018845543,0.011838857,0.011028847
LCN,2.316807056,2.092644698,2.030084367,2.638104814,5.750091089,4.768712214,4.733500642,4.124164572,3.997499615,7.999998708,8.559641973,6.520413675,5.281813119,6.923441007,6.685151339,6.183954179,3.208879092,4.46284785,3.926370319,4.904742404,5.388566238,2.836859042,3.124836113,2.581472402,2.297602092,2.638755399,3.010326725,2.5441916,1.560462644,2.517186692,3.807789313,3.006780792,3.542921561,4.129906522,5.190069104,6.45304916,7.258016464,6.788703093,7.223900251,4.019049752,5.190249902,6.504368113,5.832521128,5.348860303,4.539633484,2.281635339,2.165379967,2.731426407,3.469974941,2.731015923
LDC,5.843267435,4.158343204,4.513483297,7.244864565,6.858797296,4.144046685,4.792569135,6.404013504,5.316026361,5.28595453,6.964149795,5.733256348,6.894608488,5.927276502,5.905389076,4.683333045,5.252545902,5.573534898,6.410079369,7.479576696,9.237591416,6.254229706,6.911881096,6.051158868,8.652340542,10.88682259,10.94781726,9.560495044,8.044329381,7.108890439,9.085480897,8.141709783,8.676176966,10.17633446,11.78992693,14.26907868,15.5142759,16.36981186,19.82803537,11.91172587,13.86114423,16.16855576,13.22079722,11.71618528,10.19207503,6.764612137,6.674556967,7.675963356,7.242840127,5.381629948
LIC,5.288121514,3.91204168,3.871315535,6.044679018,8.179195852,7.271719537,7.143830505,8.057472331,7.159159624,9.578105493,9.078130228,8.149283699,9.277314834,7.686397356,7.559532508,6.299590784,7.031167551,7.285322595,8.377185711,10.32821392,13.46512711,11.12170077,12.56729878,11.67158476,15.52103929,18.29708687,18.96239591,16.42616555,14.44615126,13.10959097,15.25686737,14.02162281,13.81627113,16.89874123,17.27045318,19.54102864,19.19723689,18.44520537,21.47763872,14.49368265,15.78696848,19.15564128,13.55691412,12.84548784,12.14871052,9.316822834,10.33813688,11.25147597,8.84318008,6.188924204
LIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009753323,0.008652975,0.01413826,0.010176304,0.007275316,0.006571407,0.005691336,0.002008982,0.009363902,0.008433566,0.009402943,0.008829964,0.006800414,0.006601475,0.008422648,0.009432347,0.010923511,0.009786685,0.009240635,0.008170656,0.006552387,0.005293184,0.005992884,0.001941109,0.002149171,0.001837793,0.003112866,NA
LKA,0.349013657,0.311770021,0.293823821,0.412492036,0.384839956,0.776306879,0.531682872,1.478344252,2.224622772,0.824141818,0.836147126,0.665314965,0.930364692,0.618973339,0.415370334,0.297895483,0.512449671,0.458943841,0.462214619,0.449054393,0.467031774,0.541072206,0.508323376,0.442217812,0.34440642,0.387053556,0.353077483,0.211594305,0.188090082,0.214152119,0.190956033,0.196220474,0.20378794,0.196684505,0.147494467,0.122258992,0.164174282,0.196497794,0.168491008,0.15402492,0.187351776,0.167906374,0.140422702,0.113822997,0.110981946,0.123390773,0.129035432,0.096005308,0.068919772,0.073673388
LMC,3.369466988,3.396814164,3.995553928,5.888850299,15.39774776,12.96366014,13.60509085,13.81295473,12.01006417,18.53324369,13.99189361,8.647907333,7.426785471,8.216222825,8.383073882,7.894613522,4.203298478,5.615381642,5.00522276,7.43556179,9.336744409,5.666389959,5.585082116,6.578841523,5.786081175,6.171247295,6.660266256,5.85333003,4.235718638,5.071987962,8.197936676,6.850107086,6.33314663,6.716240745,8.481128509,10.68062707,11.19292411,10.74264195,13.57288269,7.820554139,9.067422682,11.28326986,9.495811664,8.468762989,7.260932217,4.090203291,3.527279437,4.491457179,5.15714309,3.457188746
LMY,2.411308752,2.371365495,2.654099724,3.801475172,8.702345922,8.217074771,8.800014875,9.028577157,8.339496055,11.78193097,12.38967789,8.539895667,7.751016065,8.187622008,7.744230802,7.589742457,4.44169698,5.599652163,5.430717906,7.169946374,8.194492679,4.751036357,5.001902626,4.653551628,4.033647748,4.268331594,4.618295491,3.899021942,2.59298777,3.474101579,5.633443033,5.059719143,4.882052159,5.289378348,7.035292315,8.316843442,9.045644866,8.852216418,11.19112544,6.293523908,7.776928148,9.376684583,7.518382363,6.357075599,5.34456227,3.046542556,2.683644881,3.405726633,4.104748064,3.250218551
LSO,9.263796557,7.052898335,7.424769172,8.336929501,7.235899436,10.64618253,9.38504488,13.65615372,9.87909487,8.200504594,6.976114641,6.315966936,11.3295324,6.613506644,7.054721348,6.132326082,8.635538703,6.563937208,6.188408754,5.862043061,3.901696591,3.503211538,3.079429021,2.445858533,2.923640685,4.075163731,4.429246939,4.030789813,4.629816334,3.371687557,3.459860588,3.611665439,4.648415854,5.457958252,3.858202934,3.430746507,3.068619055,4.940990925,5.480211831,5.805746309,3.873272592,3.829273385,4.601017977,4.97825945,5.458704871,6.184519147,7.083943898,6.028952798,3.275500887,3.048866848
LTE,2.8231573,2.716718402,3.031253928,4.016118901,8.340470315,9.553101733,10.14721709,9.734450109,9.444052056,11.7991898,15.3717984,12.12170855,9.919328716,10.35279937,9.461782674,8.877518111,5.41653043,6.453097125,5.683491783,7.776032815,8.94971657,5.018709401,5.806716452,5.161119684,4.179211965,4.020867582,4.253637481,3.618689306,2.342047077,3.503246101,5.94163779,5.356437938,4.881465876,5.290073496,6.98972677,8.133476068,8.952528048,8.693360758,10.99648551,6.105434833,7.880361618,9.675671981,7.539793659,6.330041804,5.306311671,3.001957338,2.522905747,3.174370552,3.96826679,3.400801379
LTU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43434448,1.381353028,1.000863174,0.688577674,0.818000949,0.975429364,0.923358563,0.787598596,0.714611575,0.636918516,0.567339244,0.540027831,0.477329909,0.424085356,0.394266889,0.536748506,0.559280656,0.510012664,0.451110823,0.433296635,0.3549815,0.3484224,0.406779489,0.365901188,0.365548523
LUX,0.050630201,0.055641233,0.054190176,0.057233508,0.049821674,0.060652765,0.308005761,0.170885946,0.045425802,0.046693947,0.04999481,0.044056774,0.050654802,0.047303811,0.041428757,0.045331337,0.037247849,0.034301521,0.034730418,0.041270973,0.034973919,0.023937729,0.020130297,0.022110839,0.019343077,0.017673999,0.018165595,0.015961813,0.017365833,0.017179169,0.018978826,0.018889234,0.017277155,0.015122494,0.00976288,0.009925611,0.021142794,0.033415118,0.185500816,0.176403598,0.077032863,0.114764594,0.131111455,0.06915318,0.0532137,0.012654971,0.010678412,0.009819169,0.012951238,0.010786256
LVA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.441442039,2.538074259,2.120940521,1.92303021,2.831838738,2.595208437,2.083900573,1.741158229,1.75682401,1.58305174,1.301685545,1.166099113,0.955209869,0.657983625,0.842679129,1.222136822,1.187777126,1.28772559,1.047495292,1.044401192,0.971074416,1.011051818,1.169719005,0.980535706,0.978907862
MAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001825604,0.001886111,0.002583622,0.002527923,0.003734243,0.002934773,0.002565245,0.002239489,0.001928859,0.001926142,0.001964156,0.001444836,0.001765771,0.002678908,0.002743233,0.002489379,0.002087146,0.001157199,0.001108764,0.001260803,0.001302085,0.001674995,0.001425855,0.000775383,0.000766671,0.000921428,0.001355093,0.001228154,0.000909907,0.000922345,0.000636896,0.000518062,0.000701172,0.000671455,0.000776325,0.000807176,0.000375846,0.000348657
MAF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAR,0.911036474,0.75434481,0.461928153,0.819881257,10.47335243,8.020739412,3.276168926,7.11411554,1.801481291,2.104861486,1.968251345,2.812987424,2.64928942,2.515458537,2.038832074,2.307991418,1.234347686,0.6467412,2.603691517,0.546291316,0.443156156,0.469407103,0.401114877,0.310563197,0.397384387,0.470499317,0.381927633,0.397010103,0.415281709,0.276681018,0.30375698,0.210875184,0.192943308,0.241450282,0.567307702,0.736055338,1.173619159,1.479636798,6.013655065,4.046694316,2.679945574,4.339653587,4.688904668,2.654636823,2.250212794,2.443517618,2.155462547,1.862651191,1.368150787,0.320599016
MCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
MDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.295146155,0.291514977,0.261967912,0.219198026,0.350150813,0.314870352,0.215539343,0.2285,0.260763338,0.212049521,0.192526416,0.202317817,0.199004104,0.218667576,0.202606505,0.138982765,0.17324646,0.172639648,0.284722031,0.305678877,0.329729603,0.268938639,0.260945348,0.252731905,0.226539993
